label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.safe,params.sigma_target,params.w_max,params.gate,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL t40 w0-50 QQQ:VOL_EWMA80,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.40000000,0.50000000,,0.00082571,0.00270076,0.00059822,0.00184580,72978.90893557,40000.00000000,32978.90893557,0.82447272,0.18187911,0.19736894,0.74361642,0.27695614,1.05416299,0.45417221,-0.40046288,683,2023,0.69937543,2022,-0.36195961,203161.71255543,77.59196648,0.58479489,0.00193980,0.52008088,0.49815420,,,0.47907157,0.27726464
VT TQQQ/BTAL t40 w0-50 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.40000000,0.50000000,QQQ<SMA200,0.04282544,0.40081511,0.04261678,0.40082089,72772.40617932,40000.00000000,32772.40617932,0.81931015,0.18583506,0.19641730,0.81151881,0.24880743,1.14767308,0.62587336,-0.29692118,568,2023,0.46528324,2022,-0.24305339,158274.09567277,62.11178334,0.45032750,0.00155279,0.56222400,0.49815420,,,0.43702004,0.09917911
VT TQQQ/BTAL t40 w0-60 QQQ:VOL_EWMA80,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.40000000,0.60000000,,0.00080989,0.00281097,0.00058580,0.00164430,83116.48210938,40000.00000000,43116.48210938,1.07791205,0.22407625,0.24133636,0.80198315,0.31460185,1.13809370,0.51568472,-0.43452180,567,2023,0.88967972,2022,-0.39514976,276392.09591462,104.74997933,0.73253826,0.00261875,0.45221896,0.39879765,,,0.54694483,0.27715924
VT TQQQ/BTAL t40 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.40000000,0.60000000,QQQ<SMA200,0.04378055,0.44676172,0.04360176,0.44676736,83479.78333001,40000.00000000,43479.78333001,1.08699458,0.23063516,0.24282066,0.86822317,0.28735283,1.22989926,0.69535358,-0.33168041,535,2023,0.60446902,2022,-0.26942929,217788.41872758,84.39220902,0.56986956,0.00210981,0.49536088,0.39879765,,,0.50390454,0.09978842
VT TQQQ/BTAL t40 w0-70 QQQ:VOL_EWMA80,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.40000000,0.70000000,,0.00066624,0.00213870,0.00047616,0.00137382,89181.07487389,40000.00000000,49181.07487389,1.22952687,0.24430918,0.26538757,0.80864886,0.34477580,1.14159992,0.53473303,-0.45688066,605,2023,0.98312640,2022,-0.41690124,361509.20613316,136.30120897,0.92477047,0.00340753,0.39785927,0.29903366,,,0.60144245,0.27745634
VT TQQQ/BTAL t40 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.40000000,0.70000000,QQQ<SMA200,0.04361398,0.44656796,0.04345827,0.44657359,89543.74806828,40000.00000000,49543.74806828,1.23859370,0.25084693,0.26677913,0.86185738,0.32009463,1.21396075,0.68901945,-0.36406364,601,2023,0.68329156,2022,-0.29594559,301610.11444415,115.40709061,0.76221394,0.00288518,0.44092073,0.29903366,,,0.55842961,0.09998219
VT TQQQ/BTAL t40 w0-80 QQQ:VOL_EWMA80,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.40000000,0.80000000,,0.00063257,0.00213870,0.00048552,0.00137382,89263.65714273,40000.00000000,49263.65714273,1.23159143,0.24063246,0.26570488,0.76985665,0.37042237,1.07683369,0.49871654,-0.48250347,752,2023,0.99103228,2022,-0.43859735,528981.97691301,198.92253458,1.37873039,0.00497306,0.35802109,0.19883390,,,0.64130238,0.27767619
VT TQQQ/BTAL t40 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.40000000,0.80000000,QQQ<SMA200,0.04370908,0.44720177,0.04357975,0.44720754,89634.54654663,40000.00000000,49634.54654663,1.24086366,0.24733318,0.26712673,0.81252252,0.34753668,1.13298658,0.62706065,-0.39443263,606,2023,0.68994072,2022,-0.32159597,471599.11228523,178.96261218,1.21425179,0.00447407,0.40118607,0.19883390,,,0.59815994,0.09934825
VT TQQQ/cash t25 w0-50 QQQ:VOL_EWMA80,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.25000000,0.50000000,,0.00044486,0.00135117,0.00045022,0.00135348,73112.01574042,40000.00000000,33112.01574042,0.82780039,0.19258904,0.19798105,0.83582736,0.24820993,1.17101096,0.53670811,-0.35883386,605,2023,0.64394456,2022,-0.31959989,147860.27117796,22.17904068,0.42115668,0.00055448,,,,,0.40059204,0.17311477
VT TQQQ/cash t25 w0-50 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.25000000,0.50000000,QQQ<SMA200,0.02818801,0.28055537,0.02819250,0.28055537,73634.68027528,40000.00000000,33634.68027528,0.84086701,0.19746024,0.20037488,0.90528002,0.22850283,1.26366460,0.70600538,-0.27968660,601,2023,0.51054759,2022,-0.24540378,127737.71779704,19.16065767,0.35982910,0.00047902,,,,,0.37284976,0.06104200
VT TQQQ/cash t25 w0-60 QQQ:VOL_EWMA80,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.25000000,0.60000000,,0.00039886,0.00142468,0.00040641,0.00142586,73658.35911598,40000.00000000,33658.35911598,0.84145898,0.19645521,0.20048297,0.81509475,0.26328783,1.13542868,0.53741306,-0.36555720,606,2023,0.64880389,2022,-0.32135458,229300.73514576,34.39511027,0.64726105,0.00085988,,,,,0.42983662,0.17312076
VT TQQQ/cash t25 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.25000000,0.60000000,QQQ<SMA200,0.02824782,0.28065339,0.02825407,0.28065339,74196.19763740,40000.00000000,34196.19763740,0.85490494,0.20139516,0.20292959,0.87458767,0.24471862,1.21334439,0.70205382,-0.28686569,605,2023,0.51473949,2022,-0.24690152,209245.17634996,31.38677645,0.58396586,0.00078467,,,,,0.40198897,0.06094398
VT TQQQ/cash t25 w0-70 QQQ:VOL_EWMA80,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.25000000,0.70000000,,0.00037074,0.00126610,0.00037967,0.00127538,74080.03052159,40000.00000000,34080.03052159,0.85200076,0.19826789,0.20240251,0.79653228,0.27551076,1.10595401,0.53557386,-0.37019710,752,2023,0.67213783,2022,-0.32164576,300895.27556510,45.13429133,0.84483897,0.00112836,,,,,0.45098226,0.17356790
VT TQQQ/cash t25 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.25000000,0.70000000,QQQ<SMA200,0.02811954,0.28039310,0.02812759,0.28039310,74651.68014574,40000.00000000,34651.68014574,0.86629200,0.20329886,0.20498906,0.84910079,0.25787074,1.17416708,0.69545054,-0.29232684,605,2023,0.53686319,2022,-0.24749534,281347.96718011,42.20219508,0.78096644,0.00105505,,,,,0.42323434,0.06120427
VT TQQQ/cash t25 w0-80 QQQ:VOL_EWMA80,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.25000000,0.80000000,,0.00038313,0.00132062,0.00039270,0.00133502,75298.87637998,40000.00000000,35298.87637998,0.88247191,0.20446805,0.20789592,0.80129654,0.28293707,1.11342759,0.55254778,-0.37004592,752,2023,0.69613349,2022,-0.32141901,341830.08863183,51.27451329,0.94589886,0.00128186,,,,,0.46303799,0.17339602
VT TQQQ/cash t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.25000000,0.80000000,QQQ<SMA200,0.02808785,0.28018292,0.02809699,0.28018292,75836.84065358,40000.00000000,35836.84065358,0.89592102,0.20930803,0.21029504,0.85037100,0.26582662,1.17717383,0.71587754,-0.29237966,605,2023,0.55850735,2022,-0.24755852,322126.38247422,48.31895737,0.88154265,0.00120797,,,,,0.43533370,0.06141445
VT TQQQ/cash t30 w0-50 QQQ:VOL_EWMA80,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.30000000,0.50000000,,0.00039170,0.00118453,0.00039622,0.00118634,78065.80961055,40000.00000000,38065.80961055,0.95164524,0.21631434,0.22007458,0.84981279,0.27588145,1.20239228,0.54304080,-0.39833903,605,2023,0.76899058,2022,-0.36013792,119317.21829005,17.89758274,0.32406265,0.00044744,,,,,0.43863588,0.20816089
VT TQQQ/cash t30 w0-50 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.30000000,0.50000000,QQQ<SMA200,0.03295423,0.33359745,0.03295769,0.33359745,79083.81643144,40000.00000000,39083.81643144,0.97709541,0.22366699,0.22445761,0.93350832,0.25047327,1.31748251,0.72932626,-0.30667617,601,2023,0.60156356,2022,-0.27386648,94839.18109927,14.22587716,0.25358709,0.00035565,,,,,0.40607440,0.07631939
VT TQQQ/cash t30 w0-60 QQQ:VOL_EWMA80,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.30000000,0.60000000,,0.00032564,0.00117740,0.00033214,0.00117808,79711.03215078,40000.00000000,39711.03215078,0.99277580,0.22022923,0.22713289,0.81813265,0.29857644,1.14653512,0.52305046,-0.42104778,752,2023,0.79052716,2022,-0.37926388,187342.72004664,28.10140801,0.50802577,0.00070254,,,,,0.48091857,0.20789553
VT TQQQ/cash t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.30000000,0.60000000,QQQ<SMA200,0.03286755,0.33366705,0.03287301,0.33366705,80744.49504218,40000.00000000,40744.49504218,1.01861238,0.22761479,0.23149993,0.88511950,0.27528117,1.23581082,0.68112662,-0.33417398,605,2023,0.62105015,2022,-0.29557134,163781.95544867,24.56729332,0.43732489,0.00061418,,,,,0.44837770,0.07624979
VT TQQQ/cash t30 w0-70 QQQ:VOL_EWMA80,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.30000000,0.70000000,,0.00040132,0.00119010,0.00041021,0.00120210,80305.25110309,40000.00000000,40305.25110309,1.00763128,0.22434857,0.22965002,0.80412331,0.31388865,1.12169147,0.52501496,-0.42731843,754,2023,0.79365438,2022,-0.38119810,276420.91043149,41.46313656,0.74255466,0.00103658,,,,,0.51097738,0.20790209
VT TQQQ/cash t30 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.30000000,0.70000000,QQQ<SMA200,0.03299346,0.33370435,0.03300092,0.33370435,81364.21692969,40000.00000000,41364.21692969,1.03410542,0.23179447,0.23409463,0.86294865,0.29180312,1.19895474,0.67912654,-0.34131264,606,2023,0.62400402,2022,-0.29762552,253462.82716122,38.01942407,0.67027144,0.00095049,,,,,0.47838666,0.07621249
VT TQQQ/cash t30 w0-80 QQQ:VOL_EWMA80,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.30000000,0.80000000,,0.00046392,0.00131846,0.00047488,0.00133614,80474.43450573,40000.00000000,40474.43450573,1.01186086,0.22487557,0.23036362,0.78666687,0.32668444,1.09375647,0.52089276,-0.43171184,754,2023,0.81614444,2022,-0.38111513,361739.74481707,54.26096172,0.96918023,0.00135652,,,,,0.53402321,0.20804575
VT TQQQ/cash t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.30000000,0.80000000,QQQ<SMA200,0.03302399,0.33363498,0.03303403,0.33363498,81545.89884109,40000.00000000,41545.89884109,1.03864747,0.23234719,0.23485195,0.83927762,0.30551691,1.16216559,0.67076136,-0.34639322,606,2023,0.64432788,2022,-0.29762919,339440.11526267,50.91601729,0.89528820,0.00127290,,,,,0.50146406,0.07628186
VT TQQQ/cash t35 w0-50 QQQ:VOL_EWMA80,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.35000000,0.50000000,,0.00041978,0.00116981,0.00042395,0.00117066,77478.47664007,40000.00000000,37478.47664007,0.93696192,0.21549715,0.21752234,0.80380476,0.29912086,1.13982266,0.49318859,-0.43694674,752,2023,0.82160908,2022,-0.39967078,104160.31675460,15.62404751,0.28394865,0.00039060,,,,,0.46277931,0.24241302
VT TQQQ/cash t35 w0-50 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.35000000,0.50000000,QQQ<SMA200,0.03753557,0.38565726,0.03753856,0.38565726,78925.84079776,40000.00000000,38925.84079776,0.97314602,0.22536843,0.22378079,0.89589285,0.26743633,1.26685022,0.67924025,-0.33179487,605,2023,0.62629431,2022,-0.30243343,77430.60089950,11.61459013,0.20674097,0.00029036,,,,,0.42566470,0.09257905
VT TQQQ/cash t35 w0-60 QQQ:VOL_EWMA80,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.35000000,0.60000000,,0.00040760,0.00125722,0.00041242,0.00125771,85393.44583191,40000.00000000,45393.44583191,1.13483615,0.24522329,0.25054489,0.83669855,0.32674729,1.18320622,0.53569761,-0.45776440,749,2023,0.93344739,2022,-0.41745511,148156.70490225,22.22350574,0.38179105,0.00055559,,,,,0.52026163,0.24281447
VT TQQQ/cash t35 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.35000000,0.60000000,QQQ<SMA200,0.03756239,0.38548141,0.03756631,0.38548141,86995.98844910,40000.00000000,46995.98844910,1.17489971,0.25524314,0.25689515,0.91434302,0.29799292,1.28937024,0.70851701,-0.36024985,601,2023,0.72585269,2022,-0.32311556,121012.62778369,18.15189417,0.30545738,0.00045380,,,,,0.48310775,0.09275491
VT TQQQ/cash t35 w0-70 QQQ:VOL_EWMA80,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.35000000,0.70000000,,0.00033248,0.00094817,0.00033949,0.00095949,86395.18390660,40000.00000000,46395.18390660,1.15987960,0.24591811,0.25452674,0.80660373,0.34918489,1.13113319,0.51365750,-0.47875892,754,2023,0.94535769,2022,-0.43547859,230045.96242064,34.50689436,0.59603906,0.00086267,,,,,0.56111967,0.24275935
VT TQQQ/cash t35 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.35000000,0.70000000,QQQ<SMA200,0.03745658,0.38560233,0.03746248,0.38560233,87974.56311208,40000.00000000,47974.56311208,1.19936408,0.25586777,0.26072167,0.87042204,0.32246565,1.21597816,0.66295056,-0.38595302,606,2023,0.73656406,2022,-0.34417649,204534.03551856,30.68010533,0.51929141,0.00076700,,,,,0.52399668,0.09263398
VT TQQQ/cash t35 w0-80 QQQ:VOL_EWMA80,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.35000000,0.80000000,,0.00040122,0.00122874,0.00041082,0.00125824,86915.99090604,40000.00000000,46915.99090604,1.17289977,0.24961893,0.25658064,0.79567184,0.36486280,1.11136394,0.51486005,-0.48482871,756,2023,0.94676440,2022,-0.43777686,327262.00952533,49.08930143,0.84082101,0.00122723,,,,,0.59188071,0.24226433
VT TQQQ/cash t35 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.35000000,0.80000000,QQQ<SMA200,0.03755318,0.38550240,0.03756188,0.38550240,88567.83658179,40000.00000000,48567.83658179,1.21419591,0.25977265,0.26302310,0.85299421,0.33935639,1.18667662,0.66115100,-0.39290972,753,2023,0.73809795,2022,-0.34661417,302975.09638299,45.44626446,0.76239109,0.00113616,,,,,0.55472966,0.09273391
VT TQQQ/cash t40 w0-50 QQQ:VOL_EWMA80,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.40000000,0.50000000,,0.00039740,0.00142399,0.00040063,0.00142802,76103.80985331,40000.00000000,36103.80985331,0.90259525,0.20937748,0.21147992,0.76143058,0.31588518,1.07977996,0.44937763,-0.46592769,759,2023,0.83081492,2022,-0.42882021,88028.46022574,13.20426903,0.24428010,0.00033011,,,,,0.47913705,0.27758935
VT TQQQ/cash t40 w0-50 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.40000000,0.50000000,QQQ<SMA200,0.04073944,0.39018472,0.04074211,0.39018472,77562.43465690,40000.00000000,37562.43465690,0.93906087,0.21991045,0.21788825,0.85273732,0.27962945,1.20480320,0.61714847,-0.35633313,752,2023,0.63356541,2022,-0.33070475,65074.36145239,9.76115422,0.17621708,0.00024403,,,,,0.43879557,0.10981528
VT TQQQ/cash t40 w0-60 QQQ:VOL_EWMA80,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.40000000,0.60000000,,0.00035259,0.00117134,0.00035741,0.00117181,85776.95188146,40000.00000000,45776.95188146,1.14442380,0.24844233,0.25207421,0.80945724,0.35109498,1.14869161,0.50316759,-0.49375662,753,2023,1.00593186,2022,-0.45498928,127693.41121322,19.15401168,0.32762629,0.00047885,,,,,0.54706553,0.27728932
VT TQQQ/cash t40 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.40000000,0.60000000,QQQ<SMA200,0.04170594,0.43570696,0.04170948,0.43570696,87922.62317862,40000.00000000,47922.62317862,1.19806558,0.26127331,0.26051953,0.89396830,0.31649812,1.26503094,0.67924242,-0.38465399,605,2023,0.76746031,2022,-0.35157743,98999.65549530,14.84994832,0.24740595,0.00037125,,,,,0.50571346,0.11084882
VT TQQQ/cash t40 w0-70 QQQ:VOL_EWMA80,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,false,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.40000000,0.70000000,,0.00039830,0.00109652,0.00040448,0.00110490,92494.61657280,40000.00000000,52494.61657280,1.31236541,0.27099767,0.27791856,0.82588351,0.37776086,1.16770101,0.52860447,-0.51266624,753,2023,1.10104579,2022,-0.47128864,179740.55216843,26.96108283,0.44203373,0.00067403,,,,,0.60143755,0.27770213
VT TQQQ/cash t40 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.40000000,0.70000000,QQQ<SMA200,0.04178536,0.43569173,0.04179009,0.43569173,94796.12782028,40000.00000000,54796.12782028,1.36990320,0.28391164,0.28638948,0.89806436,0.34588589,1.26586790,0.69022857,-0.41132988,605,2023,0.85095404,2022,-0.37115393,151120.93066244,22.66813960,0.36207055,0.00056670,,,,,0.56005194,0.11086405
VT TQQQ/cash t40 w0-80 QQQ:VOL_EWMA80,sens,sens_2020-07-06,2020-07-06,2025-07-03,false,false,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.40000000,0.80000000,,0.00039988,0.00123179,0.00040851,0.00125742,93010.58761862,40000.00000000,53010.58761862,1.32526469,0.26934542,0.27983379,0.79857340,0.40016454,1.12087455,0.50640220,-0.53188044,759,2023,1.10798698,2022,-0.48820518,276337.77825609,41.45066674,0.68676209,0.00103627,,,,,0.64125910,0.27701896
