label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.safe,params.sigma_target,params.w_max,params.gate,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/cash t25 w0-80 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.25000000,0.80000000,,0.00002118,0.00007535,0.00002334,0.00007692,965750.62243064,97500.00000000,868250.62243064,8.90513459,0.26589542,0.25345036,0.96419211,0.28871591,1.33534728,0.71762477,-0.37052152,752,2013,0.80563056,2022,-0.32188932,7378699.50125945,1106.80492519,0.94000159,0.01135185,,,,,0.55345301,0.12430373
VT TQQQ/cash t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.25000000,0.80000000,QQQ<SMA200,0.01308866,0.26576310,0.01308984,0.26576310,927257.46092064,97500.00000000,829757.46092064,8.51033293,0.26050234,0.24914566,0.96548397,0.28187399,1.33378107,0.81594371,-0.31926509,570,2013,0.80561920,2022,-0.25694128,6769692.88307260,1015.45393246,0.90096466,0.01041491,,,,,0.54038651,0.07583427
VT TQQQ/cash t30 w0-50 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.30000000,0.50000000,,0.00002216,0.00009045,0.00002444,0.00009458,890723.38185007,97500.00000000,793223.38185007,8.13562443,0.25356046,0.24489217,1.04202569,0.24680814,1.45980600,0.63569517,-0.39887114,605,2023,0.76920051,2022,-0.36064221,2328077.70220885,349.21165533,0.31764230,0.00358166,,,,,0.46143162,0.14915273
VT TQQQ/cash t30 w0-50 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.30000000,0.50000000,QQQ<SMA200,0.01486673,0.31520081,0.01486878,0.31520081,857928.25365773,97500.00000000,760428.25365773,7.79926414,0.24831881,0.24092312,1.06154420,0.23581699,1.48129816,0.79168486,-0.31365866,601,2023,0.61103641,2022,-0.28523813,1919164.89073661,287.87473361,0.27344878,0.00295256,,,,,0.44658728,0.09471603
VT TQQQ/cash t30 w0-60 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.30000000,0.60000000,,0.00001964,0.00006789,0.00002174,0.00007091,1078155.46646741,97500.00000000,980655.46646741,10.05800478,0.27604094,0.26510849,1.01884780,0.27806233,1.41963769,0.65507916,-0.42138562,752,2023,0.79085614,2022,-0.37961733,4176707.60688829,626.50614103,0.48888948,0.00642570,,,,,0.52637424,0.14914351
VT TQQQ/cash t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.30000000,0.60000000,QQQ<SMA200,0.01497918,0.31496308,0.01498159,0.31496308,1031267.78122734,97500.00000000,933767.78122734,9.57710545,0.27016624,0.26039933,1.02888218,0.26825191,1.42841458,0.79273864,-0.34080115,606,2013,0.72596613,2022,-0.30660010,3620292.79141014,543.04391871,0.44544975,0.00556968,,,,,0.51141439,0.09495376
VT TQQQ/cash t30 w0-70 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.30000000,0.70000000,,0.00001820,0.00005262,0.00002090,0.00005750,1205839.12463810,97500.00000000,1108339.12463810,11.36758077,0.28964033,0.27697213,0.99496307,0.30269965,1.38261763,0.67696614,-0.42785054,754,2013,0.86144109,2022,-0.38168661,6387106.96349040,958.06604452,0.68138591,0.00982632,,,,,0.57765526,0.14916055
VT TQQQ/cash t30 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.30000000,0.70000000,QQQ<SMA200,0.01505049,0.31478690,0.01505236,0.31478690,1152178.07744176,97500.00000000,1054678.07744176,10.81721105,0.28367966,0.27214513,1.00067254,0.29363094,1.38609380,0.81466307,-0.34821715,606,2013,0.86144784,2022,-0.30900829,5678823.90705797,851.82358606,0.63732393,0.00873665,,,,,0.56262380,0.09512994
VT TQQQ/cash t30 w0-80 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.30000000,0.80000000,,0.00001765,0.00005143,0.00001994,0.00006048,1277567.70639839,97500.00000000,1180067.70639839,12.10325853,0.29653167,0.28310341,0.96914850,0.32288044,1.34368662,0.68599050,-0.43226790,754,2013,0.92612966,2022,-0.38168438,8530824.18262588,1279.62362739,0.87868490,0.01312434,,,,,0.61754984,0.14916096
VT TQQQ/cash t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.30000000,0.80000000,QQQ<SMA200,0.01535821,0.31475268,0.01535966,0.31475268,1221055.48125782,97500.00000000,1123555.48125782,11.52364596,0.29052073,0.27830233,0.97234550,0.31417801,1.34418419,0.82241113,-0.35325486,753,2013,0.92611815,2022,-0.30901720,7703426.20553672,1155.51393083,0.83442700,0.01185142,,,,,0.60221012,0.09516415
VT TQQQ/cash t35 w0-50 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.35000000,0.50000000,,0.00001980,0.00008321,0.00002193,0.00008722,922365.42437935,97500.00000000,824865.42437935,8.46015820,0.25722033,0.24858588,1.01448582,0.25957876,1.42414002,0.58803374,-0.43742444,752,2023,0.82202191,2022,-0.40011648,2008645.85177097,301.29687777,0.26738347,0.00309022,,,,,0.47481659,0.17401925
VT TQQQ/cash t35 w0-50 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.35000000,0.50000000,QQQ<SMA200,0.01639688,0.36274854,0.01639870,0.36274854,899284.11903166,97500.00000000,801784.11903166,8.22342686,0.25318669,0.24590425,1.04415299,0.24578581,1.45983293,0.74011898,-0.34208917,606,2023,0.63808084,2022,-0.31566262,1583499.95661442,237.52499349,0.21801669,0.00243615,,,,,0.45843982,0.11548777
VT TQQQ/cash t35 w0-60 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.35000000,0.60000000,,0.00001732,0.00006588,0.00001908,0.00007067,1279088.37276129,97500.00000000,1181588.37276129,12.11885511,0.29365553,0.28322969,1.02557728,0.29413550,1.43619525,0.64082946,-0.45824287,752,2023,0.93357186,2022,-0.41792621,3663901.11327591,549.58516699,0.37961378,0.00563677,,,,,0.55025680,0.17402873
VT TQQQ/cash t35 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.35000000,0.60000000,QQQ<SMA200,0.01695449,0.36234151,0.01695590,0.36234151,1226717.48007917,97500.00000000,1129217.48007917,11.58171774,0.28786474,0.27879312,1.04200669,0.28177026,1.45341335,0.78198115,-0.36812236,605,2023,0.73861703,2022,-0.33617501,3044680.11333050,456.70201700,0.33141459,0.00468412,,,,,0.53331999,0.11589480
VT TQQQ/cash t35 w0-70 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.35000000,0.70000000,,0.00001519,0.00005253,0.00001600,0.00005428,1516244.27941134,97500.00000000,1418744.27941134,14.55122338,0.31387678,0.30131096,1.00521031,0.32530500,1.40134257,0.65532358,-0.47896458,754,2023,0.94559760,2022,-0.43574946,6330320.69551326,949.54810433,0.57058332,0.00973895,,,,,0.61411265,0.17402470
VT TQQQ/cash t35 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.35000000,0.70000000,QQQ<SMA200,0.01696920,0.36211556,0.01697012,0.36211556,1446721.38666223,97500.00000000,1349221.38666223,13.83816807,0.30766365,0.29631595,1.01452965,0.31411058,1.40923539,0.78246559,-0.39319768,753,2013,0.87320705,2022,-0.35660554,5496540.01457877,824.48100219,0.52300372,0.00845622,,,,,0.59715853,0.11612076
VT TQQQ/cash t35 w0-80 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.35000000,0.80000000,,0.00001538,0.00004685,0.00001685,0.00004752,1693878.80613376,97500.00000000,1596378.80613376,16.37311596,0.32727551,0.31311954,0.98640447,0.35061440,1.37224034,0.67471769,-0.48505547,756,2013,1.01806118,2022,-0.43800061,9453770.45290150,1418.06556794,0.77601407,0.01454426,,,,,0.66621608,0.17402632
VT TQQQ/cash t35 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.35000000,0.80000000,QQQ<SMA200,0.01693178,0.36197375,0.01693260,0.36197375,1615417.67755890,97500.00000000,1517917.67755890,15.56838644,0.32105023,0.30806083,0.99211682,0.34023692,1.37578063,0.80201611,-0.40030397,754,2013,1.01805968,2022,-0.35921757,8397890.14954726,1259.68352243,0.72786453,0.01291983,,,,,0.64930033,0.11626256
VT TQQQ/cash t40 w0-50 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.40000000,0.50000000,,0.00002123,0.00007508,0.00002285,0.00007636,928075.07756331,97500.00000000,830575.07756331,8.51871874,0.25811227,0.24923893,0.98819107,0.27000925,1.38820703,0.55341702,-0.46639742,759,2023,0.83133249,2022,-0.42927478,1720199.74497397,258.02996175,0.22870215,0.00264646,,,,,0.48471054,0.19886001
VT TQQQ/cash t40 w0-50 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.40000000,0.50000000,QQQ<SMA200,0.01706136,0.36184897,0.01706285,0.36184897,915873.03765435,97500.00000000,818373.03765435,8.39356962,0.25538593,0.24783841,1.02454960,0.25428816,1.43339018,0.68605654,-0.37225202,753,2023,0.64802216,2022,-0.34605325,1324899.09190809,198.73486379,0.18009998,0.00203831,,,,,0.46767054,0.13815103
VT TQQQ/cash t40 w0-60 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.40000000,0.60000000,,0.00001682,0.00005363,0.00001854,0.00005705,1343200.63731685,97500.00000000,1245700.63731685,12.77641679,0.29872541,0.28842347,1.00711822,0.30737556,1.41379747,0.60485110,-0.49388255,753,2023,1.00635411,2022,-0.45512253,3183739.56517510,477.56093478,0.31892485,0.00489806,,,,,0.56498068,0.19889072
VT TQQQ/cash t40 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.40000000,0.60000000,QQQ<SMA200,0.01835062,0.40785228,0.01835216,0.40785228,1306820.41610275,97500.00000000,1209320.41610275,12.40328632,0.29435898,0.28550704,1.03184011,0.29239562,1.44267058,0.74495877,-0.39513459,606,2023,0.78290728,2022,-0.36573138,2565852.35958659,384.87785394,0.26694114,0.00394747,,,,,0.54664706,0.13870350
VT TQQQ/cash t40 w0-70 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-20,false,false,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.40000000,0.70000000,,0.00001385,0.00005021,0.00001457,0.00003955,1802618.70553048,97500.00000000,1705118.70553048,17.48839698,0.33191113,0.31976421,1.01291199,0.34175705,1.41842418,0.64679044,-0.51316640,753,2023,1.10125784,2022,-0.47179220,5582233.75332319,837.33506300,0.44271446,0.00858805,,,,,0.63885398,0.19888095
VT TQQQ/cash t40 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.40000000,0.70000000,QQQ<SMA200,0.01887786,0.40748696,0.01887899,0.40748696,1724993.82227653,97500.00000000,1627493.82227653,16.69224433,0.32580160,0.31506246,1.02711998,0.32809952,1.43261982,0.77647362,-0.41959133,606,2013,0.88056676,2022,-0.38529880,4679042.61617101,701.85639243,0.39147727,0.00719853,,,,,0.61998956,0.13906883
VT TQQQ/cash t40 w0-80 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-20,false,false,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.40000000,0.80000000,,0.00001440,0.00005021,0.00001505,0.00004156,2101981.72300767,97500.00000000,2004481.72300767,20.55878690,0.35035092,0.33621593,0.99551182,0.37295939,1.38888360,0.65832090,-0.53218866,759,2023,1.10850475,2022,-0.48847359,9344952.76424391,1401.74291464,0.65247929,0.01437685,,,,,0.70184626,0.19888662
VT TQQQ/cash t40 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.40000000,0.80000000,QQQ<SMA200,0.01879534,0.40729719,0.01879580,0.40729719,2005069.05633357,97500.00000000,1907569.05633357,19.56481083,0.34403266,0.33115455,1.00426802,0.36047877,1.39611411,0.77708587,-0.44272155,754,2013,1.03073059,2022,-0.40478036,8144961.34961144,1221.74420244,0.60173348,0.01253071,,,,,0.68306551,0.13925860
50/50,full,full,2012-01-03,2026-08-20,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,,0.00016371,0.00173099,0.00015919,0.00191068,776004.13803430,97500.00000000,678504.13803430,6.95901680,0.23821361,0.23030476,0.95112940,0.26129349,1.34453237,0.53162753,-0.44808367,752,2023,0.69970737,2022,-0.42571147,3438150.67084379,1293.16930785,0.48004049,0.01326327,0.49985067,0.49808932,,,0.49997079,0.49989733
TQQQ50/BTAL50 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,,0.02399859,0.35537593,0.02399505,0.35537645,713816.06378771,97500.00000000,616316.06378771,6.32119040,0.22950444,0.22146501,0.98988661,0.23805275,1.39214316,0.60824409,-0.37732293,138,2019,0.51184467,2022,-0.29178994,2494498.97525306,942.62977356,0.36962135,0.00966800,0.52370355,0.49808932,,,0.47612296,0.14462355
SPY benchmark,full,full,2012-01-03,2026-08-20,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,,0.00165763,0.00887397,0.00165813,0.00887535,352648.97874381,97500.00000000,255148.97874381,2.61691260,0.14646091,0.14635435,0.91172651,0.16531475,1.29068442,0.43412974,-0.33736669,173,2013,0.31819168,2022,-0.18365542,97233.05567962,6.80631390,0.02784281,0.00006981,,,0.99834187,0.99112465,,
VT TQQQ/BTAL t25 w0-50 QQQ:VOL_EWMA80,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.25000000,0.50000000,,0.00020248,0.00163809,0.00020362,0.00162354,233807.07307500,75500.00000000,158307.07307500,2.09678242,0.19002639,0.17151914,0.94226581,0.20789765,1.31102892,0.69178261,-0.27469091,,2017,0.46842037,2022,-0.23114197,1941184.49082988,732.24463135,0.76380414,0.00969860,0.56090096,0.49837646,,,0.43887447,0.12429035
VT TQQQ/BTAL t25 w0-50 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.25000000,0.50000000,QQQ<SMA200,0.01510092,0.20485418,0.01510104,0.20485482,240695.61339704,75500.00000000,165195.61339704,2.18802137,0.19022624,0.17578145,0.95281130,0.20518693,1.32340140,0.74871031,-0.25407189,362,2017,0.46842364,2022,-0.15358808,1515046.29237529,574.75206105,0.63109884,0.00761261,0.57579717,0.49837646,,,0.42397180,0.07938753
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA80,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.25000000,0.60000000,,0.00021522,0.00139468,0.00022621,0.00152740,252783.79214627,75500.00000000,177283.79214627,2.34812970,0.20393779,0.18296858,0.91353122,0.23337907,1.26832376,0.73640346,-0.27693758,,2013,0.58735230,2022,-0.23350980,2874583.94745475,1080.83352935,1.05884208,0.01431568,0.50619013,0.39859789,,,0.49356232,0.12429392
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.25000000,0.60000000,QQQ<SMA200,0.01533636,0.20475079,0.01534565,0.20475141,259790.34039205,75500.00000000,184290.34039205,2.44093166,0.20399721,0.18697587,0.92151793,0.23074904,1.27751358,0.81318538,-0.25086187,355,2013,0.58729631,2022,-0.15631277,2363832.97214307,891.86395833,0.92288210,0.01181277,0.52134927,0.39859789,,,0.47841781,0.07949095
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA80,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.25000000,0.70000000,,0.00017948,0.00134188,0.00020333,0.00152740,257065.66061284,75500.00000000,181565.66061284,2.40484319,0.20777095,0.18543074,0.86818812,0.25553143,1.20155580,0.73756955,-0.28169676,,2017,0.65181644,2022,-0.23349850,4013029.51423343,1506.42553062,1.45533153,0.01995266,0.46518635,0.29892088,,,0.53458701,0.12429953
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.25000000,0.70000000,QQQ<SMA200,0.01547763,0.20470561,0.01549991,0.20470622,264491.39091092,75500.00000000,188991.39091092,2.50319723,0.20794804,0.18960348,0.87495303,0.25298444,1.20945520,0.81871149,-0.25399428,337,2017,0.65178731,2022,-0.15639158,3434727.97449123,1292.02674470,1.31877060,0.01711294,0.48047423,0.29892088,,,0.51928984,0.07953614
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA80,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.25000000,0.80000000,,0.00021132,0.00134188,0.00024703,0.00152740,267090.27873334,75500.00000000,191590.27873334,2.53761959,0.21436410,0.19103584,0.84808690,0.27375749,1.17348290,0.73223906,-0.29275152,455,2017,0.74657670,2022,-0.23352673,5107790.80445828,1916.89044403,1.79636774,0.02538928,0.43296208,0.19908747,,,0.56676455,0.12429698
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.25000000,0.80000000,QQQ<SMA200,0.01550579,0.20464229,0.01554194,0.20464287,274697.62238558,75500.00000000,199197.62238558,2.63837910,0.21455043,0.19514878,0.85368548,0.27138602,1.17998612,0.77722534,-0.27604662,574,2017,0.74656580,2022,-0.15644819,4448707.96770588,1672.16034073,1.65685843,0.02214782,0.44822190,0.19928420,,,0.55148074,0.07959949
VT TQQQ/BTAL t30 w0-50 QQQ:VOL_EWMA80,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.30000000,0.50000000,,0.00019698,0.00173099,0.00019712,0.00191068,254010.28862269,75500.00000000,178510.28862269,2.36437468,0.20311188,0.18367815,0.95495375,0.21912177,1.33251638,0.63011220,-0.32234241,,2019,0.48832967,2022,-0.28001245,1895536.37185466,714.70959226,0.68499768,0.00946635,0.54115316,0.49808932,,,0.45862967,0.14916294
VT TQQQ/BTAL t30 w0-50 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.30000000,0.50000000,QQQ<SMA200,0.01737793,0.24163928,0.01737485,0.24163986,265935.15865350,75500.00000000,190435.15865350,2.52231998,0.20505579,0.19040096,0.98354821,0.21306365,1.37037233,0.81797894,-0.25068591,140,2017,0.47759228,2022,-0.18982158,1353530.61448716,513.89270612,0.51949361,0.00680653,0.55835059,0.49808932,,,0.44143206,0.09945097
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.30000000,0.60000000,,0.00018305,0.00175383,0.00018813,0.00190927,289296.57238113,75500.00000000,213796.57238113,2.83174268,0.22543859,0.20272871,0.93583257,0.25150775,1.29768251,0.65209486,-0.34571440,,2013,0.61169807,2022,-0.30479233,2888481.31833062,1086.41457449,0.91540020,0.01438960,0.47313840,0.39889101,,,0.52665331,0.14915511
