label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.assets,params.filter,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.AGG.avg,exposure.AGG.min,exposure.EFA.avg,exposure.EFA.min,exposure.SPY.avg,exposure.SPY.min,exposure.VEU.avg,exposure.VEU.min
ROT SPY+EFA top1 12M>BIL fb AGG,sens,sens_2018-07-02,2018-07-02,2023-06-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+EFA,>BIL,0.00597419,0.01940152,0.00598406,0.01943584,45509.49572634,39500.00000000,6009.49572634,0.15213913,0.04444662,0.04537419,0.33170490,0.18100924,0.44638548,0.13257117,-0.33526613,337,2021,0.28251628,2022,-0.16625229,325966.18263600,28.72872695,1.16130916,0.00072731,0.26624744,0.00000000,0.03330133,0.00000000,0.69446717,0.00000000,,
SPY60/AGG40,sens,sens_2018-07-02,2018-07-02,2023-06-30,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00776450,0.02265904,0.00628954,0.01806870,48683.50674298,39500.00000000,9183.50674298,0.23249384,0.07509483,0.06710552,0.61965376,0.13086801,0.85393422,0.35317156,-0.21262989,152,2019,0.21289775,2022,-0.15904943,51132.67061544,4.32650818,0.17362071,0.00010953,0.39835272,0.39540768,,,0.59388098,0.58193130,,
EW SPY/VEU/AGG,sens,sens_2018-07-02,2018-07-02,2023-06-30,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00954178,0.02704242,0.00720149,0.02108734,46135.68873923,39500.00000000,6635.68873923,0.16799212,0.05572189,0.04977166,0.47100188,0.13460264,0.64104588,0.24020916,-0.23197238,175,2019,0.19771984,2022,-0.15466966,50070.16406851,6.15447195,0.17699142,0.00015581,0.33174221,0.32761852,,,0.32628248,0.31224600,0.33243089,0.32972109
ROT SPY top1 12M@SPY>BIL fb AGG,sens,sens_2018-07-02,2018-07-02,2023-06-30,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00597520,0.01940152,0.00598343,0.01943584,44781.15151764,39500.00000000,5281.15151764,0.13370004,0.04114691,0.04018724,0.31510152,0.17979710,0.42371329,0.12272910,-0.33526613,337,2021,0.28251628,2022,-0.16625229,237086.04302947,19.84071299,0.84477185,0.00050230,0.29954941,0.00000000,,,0.69446717,0.00000000,,
ROT SPY+VEU top1 12M all fb AGG,sens,sens_2018-07-02,2018-07-02,2023-06-30,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00659853,0.01940152,0.00660873,0.01943584,53205.11622299,39500.00000000,13705.11622299,0.34696497,0.10239046,0.09588419,0.56693598,0.21198316,0.78585029,0.30554664,-0.33510583,173,2019,0.30468476,2022,-0.18340020,386383.60435842,50.06379461,1.22243628,0.00126744,0.00000000,0.00000000,,,0.89346161,0.00000000,0.09992966,0.00000000
SPY benchmark,sens,sens_2018-07-02,2018-07-02,2023-06-30,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00670207,0.01940152,0.00670332,0.01943584,56705.50623153,39500.00000000,17205.50623153,0.43558244,0.11805456,0.11664743,0.63201970,0.21277777,0.87933704,0.35229037,-0.33510583,173,2019,0.30468476,2022,-0.18315597,39505.00456708,2.76535032,0.12316995,0.00007001,,,,,0.99329668,0.98056416,,
ROT SPY+VEU top1 12M@SPY>BIL fb AGG,sens,sens_2019-01-02,2019-01-02,2023-12-29,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+VEU,@SPY>BIL,0.00555282,0.01757924,0.00557018,0.01757987,47351.59179782,39500.00000000,7851.59179782,0.19877448,0.06500074,0.05820193,0.44769135,0.17526285,0.60453928,0.19391003,-0.33521084,337,2021,0.24666894,2022,-0.16613846,572895.80315136,63.61225582,2.00266864,0.00161044,0.29936449,0.00000000,,,0.66175499,0.00000000,0.03331034,0.00000000
ROT SPY+VEU top1 12M>BIL fb AGG,sens,sens_2019-01-02,2019-01-02,2023-12-29,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+VEU,>BIL,0.00555602,0.01757924,0.00557832,0.01757987,46317.61461387,39500.00000000,6817.61461387,0.17259784,0.05989690,0.05108178,0.41957283,0.17576562,0.56627059,0.17868425,-0.33521084,337,2021,0.24666894,2022,-0.16613846,728684.15740661,87.21801299,2.55713263,0.00220805,0.28272718,0.00000000,,,0.66175091,0.00000000,0.04994359,0.00000000
ROT SPY+EFA top1 12M@SPY>BIL fb AGG,sens,sens_2019-01-02,2019-01-02,2023-12-29,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+EFA,@SPY>BIL,0.00541400,0.01757924,0.00542528,0.01757987,47358.26597229,39500.00000000,7858.26597229,0.19894344,0.06680164,0.05824742,0.45722423,0.17533103,0.61784998,0.19928245,-0.33521084,337,2021,0.28229436,2022,-0.16626915,458394.79385880,38.99326084,1.58209257,0.00098717,0.29942260,0.00000000,0.06662398,0.00000000,0.62852813,0.00000000,,
ROT SPY+EFA top1 12M>BIL fb AGG,sens,sens_2019-01-02,2019-01-02,2023-12-29,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+EFA,>BIL,0.00559371,0.01757924,0.00560662,0.01757987,48061.85036220,39500.00000000,8561.85036220,0.21675571,0.07011545,0.06300907,0.47283602,0.17656191,0.63940423,0.20916821,-0.33521084,337,2021,0.28229436,2022,-0.16626915,545284.21883328,47.64270963,1.87740282,0.00120614,0.26613650,0.00000000,0.09991383,0.00000000,0.62834304,0.00000000,,
SPY60/AGG40,sens,sens_2019-01-02,2019-01-02,2023-12-29,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00904561,0.02351150,0.00706436,0.01959979,50745.48747106,39500.00000000,11245.48747106,0.28469589,0.09484002,0.08059315,0.76140309,0.13019717,1.05461127,0.44301648,-0.21407787,152,2019,0.21001546,2022,-0.15968340,49379.81201376,4.20275561,0.16512511,0.00010640,0.39792224,0.39480268,,,0.59303043,0.58040021,,
EW SPY/VEU/AGG,sens,sens_2019-01-02,2019-01-02,2023-12-29,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00958392,0.02613456,0.00694751,0.02175910,48325.68356232,39500.00000000,8825.68356232,0.22343503,0.07719985,0.06477784,0.62138564,0.13428436,0.85048197,0.33160620,-0.23280581,175,2019,0.19488404,2022,-0.15487166,47829.45361803,5.88577689,0.16588607,0.00014901,0.33140062,0.32685137,,,0.32663790,0.31157423,0.33237503,0.33057029
ROT SPY top1 12M@SPY>BIL fb AGG,sens,sens_2019-01-02,2019-01-02,2023-12-29,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00587545,0.01757924,0.00588391,0.01757987,48632.90265755,39500.00000000,9132.90265755,0.23121273,0.07269988,0.06682614,0.48944401,0.17490872,0.66077227,0.21687806,-0.33521084,337,2021,0.28229436,2022,-0.16626915,280660.72307022,23.82981301,0.96590311,0.00060329,0.29942260,0.00000000,,,0.69469348,0.00000000,,
ROT SPY+VEU top1 12M all fb AGG,sens,sens_2019-01-02,2019-01-02,2023-12-29,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00680498,0.02136139,0.00681960,0.02139564,56361.27493538,39500.00000000,16861.27493538,0.42686772,0.13417824,0.11475735,0.71072996,0.20769624,0.98987228,0.40117329,-0.33446455,173,2019,0.30221549,2022,-0.18243363,564242.02325349,74.12777814,1.71640378,0.00187665,0.00000000,0.00000000,,,0.87658820,0.00000000,0.11659220,0.00000000
SPY benchmark,sens,sens_2019-01-02,2019-01-02,2023-12-29,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00666346,0.02136139,0.00666467,0.02139564,60262.96939114,39500.00000000,20762.96939114,0.52564479,0.15192611,0.13669307,0.78362960,0.20838208,1.09484787,0.45423682,-0.33446455,173,2019,0.30221549,2022,-0.18333079,39509.92274388,2.76569459,0.11753281,0.00007002,,,,,0.99333533,0.97860436,,
ROT SPY+VEU top1 12M@SPY>BIL fb AGG,sens,sens_2019-07-01,2019-07-01,2024-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+VEU,@SPY>BIL,0.00613994,0.02409307,0.00615544,0.02412723,52634.39062529,40000.00000000,12634.39062529,0.31585977,0.07959393,0.08911945,0.52467540,0.17603860,0.71148327,0.23631518,-0.33681261,351,2021,0.24759689,2022,-0.16612388,482183.60554538,53.68391303,1.71057306,0.00134210,0.26185975,0.00000000,,,0.69921707,0.00000000,0.03276773,0.00000000
ROT SPY+VEU top1 12M>BIL fb AGG,sens,sens_2019-07-01,2019-07-01,2024-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+VEU,>BIL,0.00625290,0.02409307,0.00627326,0.02412723,51596.45350498,40000.00000000,11596.45350498,0.28991134,0.07451910,0.08260862,0.49695299,0.17652965,0.67353923,0.22124795,-0.33681261,351,2021,0.24759689,2022,-0.16612388,620353.68034799,74.62058489,2.21597962,0.00186551,0.24551760,0.00000000,,,0.69906380,0.00000000,0.04914534,0.00000000
ROT SPY+EFA top1 12M@SPY>BIL fb AGG,sens,sens_2019-07-01,2019-07-01,2024-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+EFA,@SPY>BIL,0.00553908,0.02409307,0.00554861,0.02412723,52578.95914263,40000.00000000,12578.95914263,0.31447398,0.08132041,0.08877478,0.53360639,0.17612085,0.72403829,0.24144111,-0.33681261,351,2021,0.28346356,2022,-0.16683846,385707.01122420,32.48567208,1.35406765,0.00081214,0.26184831,0.00000000,0.06550292,0.00000000,0.66710017,0.00000000,,
ROT SPY+EFA top1 12M>BIL fb AGG,sens,sens_2019-07-01,2019-07-01,2024-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+EFA,>BIL,0.00607771,0.02409307,0.00608885,0.02412723,53281.37318135,40000.00000000,13281.37318135,0.33203433,0.08459341,0.09311733,0.54827276,0.17732241,0.74439917,0.25115866,-0.33681261,351,2021,0.28346356,2022,-0.16683846,462612.35910829,40.13671316,1.61671918,0.00100342,0.22911277,0.00000000,0.09823123,0.00000000,0.66656715,0.00000000,,
SPY60/AGG40,sens,sens_2019-07-01,2019-07-01,2024-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00846374,0.02256051,0.00654068,0.01762797,51889.00782511,40000.00000000,11889.00782511,0.29722520,0.08418772,0.08445610,0.68778481,0.13012750,0.95151838,0.39119211,-0.21520812,152,2023,0.17102970,2022,-0.15844125,47350.06803276,4.03730601,0.16518340,0.00010093,0.39788622,0.39184417,,,0.59364834,0.58237203,,
EW SPY/VEU/AGG,sens,sens_2019-07-01,2019-07-01,2024-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.01088372,0.02537437,0.00776460,0.02035346,48937.63474817,40000.00000000,8937.63474817,0.22344087,0.06422197,0.06535186,0.53253465,0.13410357,0.72769851,0.27705635,-0.23180113,174,2023,0.15017346,2022,-0.15380143,48503.60206522,5.88184504,0.17517661,0.00014705,0.33093643,0.32589542,,,0.32582782,0.31297987,0.33234949,0.33005905
ROT SPY top1 12M@SPY>BIL fb AGG,sens,sens_2019-07-01,2019-07-01,2024-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00635729,0.02409307,0.00636405,0.02412723,53861.00182225,40000.00000000,13861.00182225,0.34652505,0.08717322,0.09666067,0.56530455,0.17568129,0.76631037,0.25881816,-0.33681261,351,2021,0.28346356,2022,-0.16683846,227493.05561991,18.98152499,0.79324205,0.00047454,0.26184831,0.00000000,,,0.73178764,0.00000000,,
ROT SPY+VEU top1 12M all fb AGG,sens,sens_2019-07-01,2019-07-01,2024-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00658304,0.02409307,0.00659745,0.02412723,59603.25541673,40000.00000000,19603.25541673,0.49008139,0.12704515,0.12996527,0.68271865,0.20714843,0.95066109,0.37719831,-0.33681261,173,2021,0.24762728,2022,-0.18176203,478911.08294884,62.57219961,1.53985416,0.00156430,0.00000000,0.00000000,,,0.87872950,0.00000000,0.11467306,0.00000000
SPY benchmark,sens,sens_2019-07-01,2019-07-01,2024-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00732007,0.02409307,0.00732129,0.02412723,63380.80448646,40000.00000000,23380.80448646,0.58452011,0.14475705,0.15029120,0.75676030,0.20768392,1.05717746,0.42978512,-0.33681261,173,2021,0.28314931,2022,-0.18144797,39731.00476702,2.78117033,0.12387895,0.00006953,,,,,0.99267871,0.97587277,,
ROT SPY+VEU top1 12M@SPY>BIL fb AGG,sens,sens_2020-01-02,2020-01-02,2024-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+VEU,@SPY>BIL,0.00770565,0.02817296,0.00772134,0.02817396,53256.56365150,39500.00000000,13756.56365150,0.34826743,0.07483057,0.09605486,0.50064952,0.17532602,0.67934290,0.22678655,-0.32996035,336,2021,0.24600497,2022,-0.16581778,411716.81354974,45.83349278,1.47154573,0.00116034,0.26619995,0.00000000,,,0.69277547,0.00000000,0.03330324,0.00000000
