label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.vol.lam,params.sigma_target,params.w_max,params.gate,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA75 gate QQQ<SMA200,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.25000000,0.70000000,QQQ<SMA200,0.03368922,0.30096465,0.03355599,0.30097262,66435.42082527,40000.00000000,26435.42082527,0.66088552,0.15121881,0.16611150,0.74395507,0.22377824,1.02591272,0.67803810,-0.22302406,573,2023,0.36601462,2022,-0.14651270,585747.82282877,220.90609651,1.71232687,0.00552265,0.55989007,0.29924422,,,0.43930688,0.04492159
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA75,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.25000000,0.80000000,,0.00086016,0.00305094,0.00068543,0.00223588,70017.32019421,40000.00000000,30017.32019421,0.75043300,0.16285401,0.18365666,0.74741984,0.24195077,1.03444016,0.54388238,-0.29942873,573,2023,0.57226489,2022,-0.24905816,744043.83348890,278.00650086,2.12648200,0.00695016,0.51013339,0.19908689,,,0.48894603,0.16270845
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA75 gate QQQ<SMA200,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.25000000,0.80000000,QQQ<SMA200,0.03363518,0.30086591,0.03352671,0.30087383,68182.42728276,40000.00000000,28182.42728276,0.70456068,0.16009740,0.17477374,0.74730318,0.23732091,1.02977118,0.71388560,-0.22426198,573,2023,0.40049251,2022,-0.14692974,716701.48039086,269.39107955,2.06695619,0.00673478,0.54322218,0.19908689,,,0.45604050,0.04502039
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA75,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.30000000,0.60000000,,0.00085099,0.00367136,0.00064058,0.00271742,72313.25555268,40000.00000000,32313.25555268,0.80783139,0.16937594,0.19447819,0.77416284,0.24017341,1.09265028,0.48744382,-0.34747787,533,2023,0.65219760,2022,-0.30502863,408918.87779272,154.36100170,1.13842083,0.00385903,0.50596547,0.39903223,,,0.49314754,0.19603335
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA75 gate QQQ<SMA200,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.30000000,0.60000000,QQQ<SMA200,0.03970211,0.35939754,0.03953671,0.35940572,70508.90636204,40000.00000000,30508.90636204,0.76272266,0.16879251,0.18600050,0.80562660,0.22611304,1.13125437,0.65528134,-0.25758785,530,2023,0.44209304,2022,-0.18563751,383742.66862858,146.54507933,1.07503705,0.00366363,0.54495744,0.39903223,,,0.45419733,0.05566733
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA75,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.30000000,0.70000000,,0.00081467,0.00295689,0.00064969,0.00232658,75272.21734619,40000.00000000,35272.21734619,0.88180543,0.17468905,0.20797453,0.73950033,0.26683175,1.03223877,0.47045606,-0.37131852,606,2023,0.65835744,2022,-0.32518328,559327.31097187,209.78317551,1.56180630,0.00524458,0.46859107,0.29916705,,,0.53054638,0.19583879
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA75 gate QQQ<SMA200,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.30000000,0.70000000,QQQ<SMA200,0.03954333,0.35962960,0.03945332,0.35963796,73275.23682522,40000.00000000,33275.23682522,0.83188092,0.17367473,0.19891994,0.75967174,0.25432675,1.05495593,0.60885246,-0.28524928,601,2023,0.44729845,2022,-0.20982116,533306.52585894,201.60257530,1.50073915,0.00504006,0.50766460,0.29916705,,,0.49166111,0.05543510
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA75,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.30000000,0.80000000,,0.00078565,0.00353544,0.00064449,0.00274108,77939.59558370,40000.00000000,37939.59558370,0.94848989,0.18307078,0.21973616,0.73505981,0.28512061,1.02041833,0.48437852,-0.37794983,731,2023,0.68547907,2022,-0.32553219,713744.27979861,266.57045359,1.97571904,0.00666426,0.44139306,0.19884771,,,0.55776297,0.19615359
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA75 gate QQQ<SMA200,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.30000000,0.80000000,QQQ<SMA200,0.03981329,0.36008748,0.03968063,0.36009583,75945.62814541,40000.00000000,35945.62814541,0.89864070,0.18249264,0.21097896,0.75274308,0.27345270,1.03994800,0.62533248,-0.29183297,605,2023,0.47092544,2022,-0.20900561,686197.45652540,257.75417925,1.91301270,0.00644385,0.48050104,0.19884771,,,0.51868014,0.05497722
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA75,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.35000000,0.60000000,,0.00084066,0.00367136,0.00062713,0.00271742,77916.49420727,40000.00000000,37916.49420727,0.94791236,0.18929820,0.21963587,0.79118049,0.26400500,1.12692876,0.48110292,-0.39346716,535,2023,0.79258975,2022,-0.35183042,318977.51048524,120.12100110,0.84926553,0.00300303,0.47218230,0.39903223,,,0.52694747,0.22903502
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA75 gate QQQ<SMA200,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.35000000,0.60000000,QQQ<SMA200,0.04532226,0.41679860,0.04514562,0.41680693,76063.14059470,40000.00000000,36063.14059470,0.90157851,0.19108234,0.21150077,0.85130214,0.24005942,1.20773205,0.66571794,-0.28703199,533,2023,0.53422836,2022,-0.21596077,292955.35548464,112.00625265,0.78234287,0.00280016,0.51685014,0.39903223,,,0.48235994,0.06744497
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA75,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.35000000,0.70000000,,0.00076607,0.00295689,0.00055984,0.00222688,82123.90763957,40000.00000000,42123.90763957,1.05309769,0.19794910,0.23747590,0.75946457,0.29685013,1.07065369,0.47307907,-0.41842708,605,2023,0.82042792,2022,-0.37451525,493162.94930860,185.16586933,1.30941394,0.00462915,0.42370497,0.29916705,,,0.57548819,0.22793060
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA75 gate QQQ<SMA200,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.35000000,0.70000000,QQQ<SMA200,0.04538320,0.41754862,0.04524479,0.41755716,80106.24639122,40000.00000000,40106.24639122,1.00265616,0.19969764,0.22902589,0.80093963,0.27580499,1.12390457,0.62330379,-0.32038573,573,2023,0.55793086,2022,-0.24319039,465826.02021892,176.48703283,1.24175026,0.00441218,0.46850481,0.29916705,,,0.53076058,0.06669474
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA75,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.35000000,0.80000000,,0.00091473,0.00353544,0.00068012,0.00253193,85207.41728233,40000.00000000,45207.41728233,1.13018543,0.20108837,0.25003680,0.72894822,0.32509117,1.01913786,0.45133482,-0.44554146,753,2023,0.82324118,2022,-0.39742588,655645.24111093,245.33974692,1.75265924,0.00613349,0.38525956,0.19884771,,,0.61377225,0.22829735
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA75 gate QQQ<SMA200,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.35000000,0.80000000,QQQ<SMA200,0.04555678,0.41834801,0.04542045,0.41835676,83166.72949606,40000.00000000,43166.72949606,1.07916824,0.20329990,0.24177050,0.76071839,0.30607667,1.05857476,0.57861777,-0.35135440,606,2023,0.55991942,2022,-0.26978531,628332.75371797,236.58510117,1.68673755,0.00591463,0.43024490,0.19884771,,,0.56900532,0.06589514
VT TQQQ/BTAL t40 w0-60 QQQ:VOL_EWMA75,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.40000000,0.60000000,,0.00082881,0.00367136,0.00063556,0.00271742,80503.53658270,40000.00000000,40503.53658270,1.01258841,0.19297013,0.23070474,0.76174749,0.28627128,1.08913577,0.44029742,-0.43827223,567,2023,0.89192770,2022,-0.39721253,266391.63140527,100.69919939,0.70480893,0.00251748,0.44861691,0.39903223,,,0.55052781,0.26060439
VT TQQQ/BTAL t40 w0-60 QQQ:VOL_EWMA75 gate QQQ<SMA200,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.40000000,0.60000000,QQQ<SMA200,0.05100633,0.47430047,0.05085745,0.47430907,78980.24540602,40000.00000000,38980.24540602,0.97450614,0.19865052,0.22422666,0.84940760,0.25132233,1.21097214,0.63299986,-0.31382395,534,2023,0.58904320,2022,-0.24480537,239543.55701769,92.29302016,0.63207997,0.00230733,0.49892273,0.39903223,,,0.50024842,0.07912167
VT TQQQ/BTAL t40 w0-70 QQQ:VOL_EWMA75,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.40000000,0.70000000,,0.00081977,0.00295689,0.00063578,0.00248573,88455.44882191,40000.00000000,48455.44882191,1.21138622,0.21767724,0.26283564,0.77469980,0.32230054,1.10091359,0.47290256,-0.46030040,605,2023,0.97799614,2022,-0.41828481,388451.24105157,145.85294261,0.98477726,0.00364632,0.38891500,0.29892664,,,0.61023210,0.26062501
VT TQQQ/BTAL t40 w0-70 QQQ:VOL_EWMA75 gate QQQ<SMA200,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.40000000,0.70000000,QQQ<SMA200,0.05100869,0.47478896,0.05086709,0.47479766,86746.53452996,40000.00000000,46746.53452996,1.16866336,0.22353404,0.25615502,0.84032628,0.29173546,1.19001787,0.64528027,-0.34641387,573,2023,0.66105176,2022,-0.27080242,361096.20932980,137.20901996,0.91381352,0.00343023,0.43928865,0.29892664,,,0.55992218,0.07863309
VT TQQQ/BTAL t40 w0-80 QQQ:VOL_EWMA75,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.40000000,0.80000000,,0.00088025,0.00353544,0.00063059,0.00253193,92341.80162753,40000.00000000,52341.80162753,1.30854504,0.22307034,0.27761023,0.74644082,0.35585676,1.05231170,0.45929336,-0.48568161,752,2023,0.99818934,2022,-0.43989420,582605.76727288,218.08902977,1.48136392,0.00545223,0.34137637,0.19884771,,,0.65769764,0.26064112
VT TQQQ/BTAL t40 w0-80 QQQ:VOL_EWMA75 gate QQQ<SMA200,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.40000000,0.80000000,QQQ<SMA200,0.05120101,0.47580337,0.05108432,0.47581228,90511.54110256,40000.00000000,50511.54110256,1.26278853,0.22909359,0.27072261,0.79529556,0.32844822,1.11662702,0.60257668,-0.38018994,601,2023,0.67732925,2022,-0.29713659,554919.07849619,209.30638107,1.40966275,0.00523266,0.39199670,0.19884771,,,0.60722310,0.07761846
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA80,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.25000000,0.60000000,,0.00084065,0.00367136,0.00064675,0.00273188,65434.63682066,40000.00000000,25434.63682066,0.63586592,0.14592189,0.16105511,0.76175632,0.20789860,1.06399340,0.52803292,-0.27634999,530,2023,0.49855749,2022,-0.23295997,443608.84580503,166.67343140,1.29533739,0.00416684,0.55536537,0.39903223,,,0.44375477,0.17296108
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.25000000,0.60000000,QQQ<SMA200,0.03100695,0.29385098,0.03088082,0.29385890,64764.44570551,40000.00000000,24764.44570551,0.61911114,0.14640596,0.15762933,0.77683043,0.20316215,1.08014645,0.70804069,-0.20677619,530,2023,0.33821739,2022,-0.13658734,416418.86116774,158.06893291,1.22114146,0.00395172,0.58573165,0.39903223,,,0.41346745,0.04773846
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA80,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.25000000,0.70000000,,0.00078590,0.00312901,0.00063602,0.00275553,67965.76327353,40000.00000000,27965.76327353,0.69914408,0.15612687,0.17371052,0.76358462,0.22352028,1.06082456,0.55551450,-0.28104913,571,2023,0.53671931,2022,-0.23304099,576072.45820289,215.49024482,1.65840615,0.00538726,0.53189186,0.29962374,,,0.46727408,0.17267990
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.25000000,0.70000000,QQQ<SMA200,0.03076341,0.29342687,0.03066318,0.29343479,67248.79963866,40000.00000000,27248.79963866,0.68121999,0.15648807,0.17017004,0.77592299,0.21912016,1.07356490,0.73577631,-0.21268429,570,2023,0.37313343,2022,-0.13746475,547643.69542692,206.38820239,1.58374782,0.00515971,0.56207001,0.29946956,,,0.43720240,0.04816258
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA80,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.25000000,0.80000000,,0.00075808,0.00306499,0.00059406,0.00229810,69935.09391721,40000.00000000,29935.09391721,0.74837735,0.16565744,0.18326315,0.77407088,0.23437993,1.07599096,0.58961595,-0.28095821,571,2023,0.57539714,2022,-0.23280008,683024.21560737,255.10044697,1.93676962,0.00637751,0.51830969,0.19973499,,,0.48087780,0.17239192
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.25000000,0.80000000,QQQ<SMA200,0.03077698,0.29332284,0.03065774,0.29333071,69192.85303090,40000.00000000,29192.85303090,0.72982133,0.16596240,0.17969186,0.78521261,0.23013903,1.08747225,0.77987886,-0.21280535,570,2023,0.40780948,2022,-0.13757679,652846.39935365,245.38860429,1.85976676,0.00613472,0.54848730,0.19950096,,,0.45074791,0.04826666
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,0.60000000,,0.00091944,0.00367136,0.00067327,0.00271742,72508.32333139,40000.00000000,32508.32333139,0.81270808,0.17036889,0.19538319,0.77945268,0.23939721,1.10008866,0.49457620,-0.34447449,533,2023,0.64698911,2022,-0.30361889,388279.70517942,146.44962456,1.08203746,0.00366124,0.50593455,0.39894739,,,0.49311265,0.20714333
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,0.60000000,QQQ<SMA200,0.03643155,0.35105098,0.03629052,0.35105922,71965.87250722,40000.00000000,31965.87250722,0.79914681,0.17311123,0.19286105,0.81951572,0.22705768,1.15235674,0.65935290,-0.26254716,532,2023,0.44208291,2022,-0.19405590,357371.25175124,136.53764962,0.99752465,0.00341344,0.54173408,0.39894739,,,0.45747760,0.05885762
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA80,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,0.70000000,,0.00082848,0.00319532,0.00063823,0.00262423,74722.65585661,40000.00000000,34722.65585661,0.86806640,0.17651452,0.20550461,0.75365791,0.26227544,1.05305243,0.50083725,-0.35243887,601,2023,0.65359742,2022,-0.30690704,529032.57819316,198.18498789,1.47137470,0.00495462,0.47231751,0.29916705,,,0.52681004,0.20821649
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,0.70000000,QQQ<SMA200,0.03627113,0.35081388,0.03617405,0.35082215,74167.82920768,40000.00000000,34167.82920768,0.85419573,0.17932465,0.20299432,0.78558597,0.25098479,1.09349120,0.66060758,-0.27145412,573,2023,0.44823385,2022,-0.19797863,497693.44849800,188.02051097,1.38621555,0.00470051,0.50804004,0.29916705,,,0.49122414,0.05909469
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA80,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,0.80000000,,0.00086643,0.00353544,0.00065709,0.00253193,77763.71220248,40000.00000000,37763.71220248,0.94409281,0.18676195,0.21897188,0.75568063,0.27926936,1.05075038,0.52051215,-0.35880422,605,2023,0.69036818,2022,-0.30660063,679636.42261672,254.08639239,1.86553803,0.00635216,0.44602516,0.19884771,,,0.55305457,0.20828389
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,0.80000000,QQQ<SMA200,0.03631238,0.35076135,0.03616379,0.35076963,77145.73491088,40000.00000000,37145.73491088,0.92864337,0.18933839,0.21627412,0.78276029,0.26869744,1.08434761,0.67817882,-0.27918653,601,2023,0.48010483,2022,-0.19828064,646502.72356783,243.32568788,1.77859702,0.00608314,0.48163659,0.19884771,,,0.51750243,0.05914720
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA80,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.35000000,0.60000000,,0.00088025,0.00367136,0.00066088,0.00271742,77842.27092672,40000.00000000,37842.27092672,0.94605677,0.18957517,0.21931344,0.79174469,0.26416754,1.12740559,0.48557225,-0.39041598,535,2023,0.80170220,2022,-0.35024809,308870.95610976,116.61864732,0.82384920,0.00291547,0.47094635,0.39903223,,,0.52814550,0.24256753
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.35000000,0.60000000,QQQ<SMA200,0.04139509,0.40677193,0.04127510,0.40678035,77617.35238853,40000.00000000,37617.35238853,0.94043381,0.19528741,0.21833470,0.85789162,0.24322762,1.21927392,0.65936557,-0.29617471,534,2023,0.54809818,2022,-0.22607313,274476.78120235,105.30891917,0.73031223,0.00263272,0.51176399,0.39903223,,,0.48748745,0.07145596
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA80,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.35000000,0.70000000,,0.00082065,0.00327194,0.00061727,0.00251591,82336.88936426,40000.00000000,42336.88936426,1.05842223,0.19906963,0.23835697,0.76411939,0.29590218,1.07709096,0.47939703,-0.41525003,605,2023,0.81455007,2022,-0.37308114,469045.19114901,176.14789807,1.24704059,0.00440370,0.42365513,0.29916705,,,0.57548644,0.24176270
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.35000000,0.70000000,QQQ<SMA200,0.04152588,0.40755247,0.04139518,0.40756142,82072.48816371,40000.00000000,42072.48816371,1.05181220,0.20492016,0.23726288,0.81376361,0.27733027,1.14377619,0.62875624,-0.32591352,601,2023,0.55860700,2022,-0.25265332,435258.59285867,165.03878018,1.15476832,0.00412597,0.46459655,0.29916705,,,0.53465463,0.07067490
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA80,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.35000000,0.80000000,,0.00088394,0.00353544,0.00067562,0.00253193,84592.94790597,40000.00000000,44592.94790597,1.11482370,0.20416589,0.24756656,0.74350244,0.31992723,1.04026648,0.48098867,-0.42447132,606,2023,0.81771962,2022,-0.37669273,628274.60073623,234.57835358,1.67032990,0.00586446,0.38937730,0.19884771,,,0.60968967,0.24177318
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.35000000,0.80000000,QQQ<SMA200,0.04166388,0.40774909,0.04151933,0.40775774,84395.49418374,40000.00000000,44395.49418374,1.10988735,0.21042541,0.24676936,0.78515556,0.30281370,1.09511691,0.62640442,-0.33592581,602,2023,0.56165795,2022,-0.25620949,594784.40885609,223.64305665,1.57678398,0.00559108,0.43036336,0.19884771,,,0.56877640,0.07047857
VT TQQQ/BTAL t40 w0-60 QQQ:VOL_EWMA80,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.40000000,0.60000000,,0.00090434,0.00367136,0.00068897,0.00271742,79563.85845416,40000.00000000,39563.85845416,0.98909646,0.19006620,0.22672175,0.75414408,0.28570586,1.07653725,0.43766239,-0.43427584,567,2023,0.88960960,2022,-0.39486438,261837.03602458,98.70958586,0.69991184,0.00246774,0.44837294,0.39903223,,,0.55069755,0.27662770
