label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.vol.lam,params.sigma_target,params.w_max,params.gate,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA85 gate QQQ<SMA200,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.35000000,0.70000000,QQQ<SMA200,0.03695970,0.38569617,0.03679438,0.38570288,82217.54960048,40000.00000000,42217.54960048,1.05543874,0.22158049,0.23750181,0.86284063,0.27738669,1.22358263,0.68391441,-0.32398863,601,2023,0.57260138,2022,-0.25704320,337926.61974013,128.15930132,0.87084753,0.00320398,0.46071282,0.29888843,,,0.53858097,0.08499769
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA85,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.35000000,0.80000000,,0.00084434,0.00295775,0.00060640,0.00201888,85963.83699924,40000.00000000,45963.83699924,1.14909592,0.23022051,0.25267081,0.82023626,0.31351869,1.15715536,0.56729173,-0.40582384,601,2023,0.82009486,2022,-0.35800429,559597.20468090,208.57392912,1.43757054,0.00521435,0.39098689,0.19907932,,,0.60812642,0.26096057
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA85 gate QQQ<SMA200,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.35000000,0.80000000,QQQ<SMA200,0.03688523,0.38534171,0.03672591,0.38534839,85188.53151288,40000.00000000,45188.53151288,1.12971329,0.23102535,0.24958078,0.84858570,0.29836051,1.19478907,0.69778059,-0.33108594,601,2023,0.57697280,2022,-0.25745018,525875.87015132,197.42330710,1.35548345,0.00493558,0.42727304,0.19907932,,,0.57197477,0.08535218
VT TQQQ/BTAL t40 w0-60 QQQ:VOL_EWMA85,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.40000000,0.60000000,,0.00076890,0.00287817,0.00053001,0.00190348,77387.25335281,40000.00000000,37387.25335281,0.93468133,0.20001830,0.21700052,0.77177355,0.29240947,1.10317955,0.46462124,-0.43049754,567,2023,0.88386475,2022,-0.39282185,240672.80586713,90.73566110,0.63196009,0.00226839,0.44515744,0.39893917,,,0.55405088,0.29873242
VT TQQQ/BTAL t40 w0-60 QQQ:VOL_EWMA85 gate QQQ<SMA200,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.40000000,0.60000000,QQQ<SMA200,0.04105836,0.43645150,0.04085975,0.43645844,76851.78918308,40000.00000000,36851.78918308,0.92129473,0.20247675,0.21465741,0.82607116,0.26712572,1.18055866,0.59272176,-0.34160506,563,2023,0.60487184,2022,-0.28060483,210537.16812861,81.00511514,0.55307123,0.00202513,0.48553073,0.39893917,,,0.51371107,0.10148506
VT TQQQ/BTAL t40 w0-70 QQQ:VOL_EWMA85,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.40000000,0.70000000,,0.00076137,0.00227039,0.00055516,0.00193458,87404.25636911,40000.00000000,47404.25636911,1.18510641,0.23546972,0.25834616,0.81526689,0.32508719,1.16235358,0.51967218,-0.45311204,602,2023,0.98746954,2022,-0.41428874,308099.57698045,115.61518571,0.76364261,0.00289038,0.38371160,0.29920438,,,0.61550102,0.29820710
VT TQQQ/BTAL t40 w0-70 QQQ:VOL_EWMA85 gate QQQ<SMA200,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.40000000,0.70000000,QQQ<SMA200,0.04103457,0.43658926,0.04087872,0.43659619,86769.83263641,40000.00000000,46769.83263641,1.16924582,0.23792753,0.25585686,0.85920500,0.30257175,1.22429337,0.64052047,-0.37145968,601,2023,0.69302082,2022,-0.30605046,276740.81768008,105.46041150,0.68661148,0.00263651,0.42416894,0.29920438,,,0.57513175,0.10134731
VT TQQQ/BTAL t40 w0-80 QQQ:VOL_EWMA85,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.40000000,0.80000000,,0.00063801,0.00257372,0.00048331,0.00178726,91987.48934434,40000.00000000,51987.48934434,1.29968723,0.25001136,0.27586542,0.81724782,0.34835721,1.15860776,0.53740153,-0.46522265,605,2023,0.99241144,2022,-0.42133014,439727.94200768,163.98423354,1.07866109,0.00409961,0.34222862,0.19888631,,,0.65709986,0.29856155
VT TQQQ/BTAL t40 w0-80 QQQ:VOL_EWMA85 gate QQQ<SMA200,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.40000000,0.80000000,QQQ<SMA200,0.04083405,0.43622258,0.04071949,0.43622949,91335.53925513,40000.00000000,51335.53925513,1.28338848,0.25249561,0.27342145,0.85393024,0.32747278,1.20916426,0.65476223,-0.38562946,605,2023,0.69761082,2022,-0.31474498,407487.12770129,153.43494286,1.00064733,0.00383587,0.38256891,0.19888631,,,0.61683439,0.10171402
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA90,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.25000000,0.60000000,,0.00073356,0.00255024,0.00051863,0.00160050,67955.87072649,40000.00000000,27955.87072649,0.69889677,0.16506470,0.17339823,0.83704292,0.20928874,1.18937152,0.65581789,-0.25169289,513,2023,0.51423005,2022,-0.20824348,341688.59015534,128.63006738,0.96210617,0.00321575,0.55972781,0.39893917,,,0.43950907,0.19836051
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA90 gate QQQ<SMA200,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.25000000,0.60000000,QQQ<SMA200,0.02499347,0.26315586,0.02479942,0.26316227,66768.27160324,40000.00000000,26768.27160324,0.66920679,0.16054517,0.16752305,0.82902313,0.20571870,1.17469756,0.77767265,-0.20644312,530,2023,0.36826514,2022,-0.14081115,323703.43974849,123.53169142,0.92375404,0.00308829,0.58405142,0.39893917,,,0.41519288,0.06188226
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA90,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.25000000,0.70000000,,0.00075492,0.00238547,0.00057004,0.00180658,69798.23233728,40000.00000000,29798.23233728,0.74495581,0.17183388,0.18232996,0.83074535,0.22091391,1.17465968,0.68271470,-0.25169208,513,2023,0.52966674,2022,-0.20825327,416572.99642376,155.87956527,1.16989677,0.00389699,0.54303578,0.29903949,,,0.45617462,0.19834990
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA90 gate QQQ<SMA200,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.25000000,0.70000000,QQQ<SMA200,0.02491421,0.26321823,0.02479477,0.26322464,68615.72973248,40000.00000000,28615.72973248,0.71539324,0.16746682,0.17662228,0.82296128,0.21756087,1.16068869,0.81044317,-0.20663610,167,2023,0.38258431,2022,-0.14054376,397477.24244474,150.29314351,1.13084176,0.00375733,0.56742222,0.29903949,,,0.43191566,0.06181990
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA90,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.25000000,0.80000000,,0.00071690,0.00243015,0.00053596,0.00182369,71318.47447025,40000.00000000,31318.47447025,0.78296186,0.17751707,0.18954003,0.84039514,0.22534232,1.18850175,0.70562484,-0.25157429,513,2023,0.52987613,2022,-0.20806296,477130.05558710,178.34070677,1.33541451,0.00445852,0.53818477,0.19976392,,,0.46106056,0.19862518
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.25000000,0.80000000,QQQ<SMA200,0.02482028,0.26296876,0.02469878,0.26297540,70046.23215991,40000.00000000,30046.23215991,0.75115580,0.17279909,0.18351584,0.83135717,0.22206855,1.17275125,0.83555873,-0.20680663,530,2023,0.38283742,2022,-0.14125753,456446.99457356,172.25486656,1.29517007,0.00430637,0.56244924,0.19973745,,,0.43688696,0.06206914
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA90,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.30000000,0.60000000,,0.00071617,0.00243628,0.00052124,0.00181428,72490.98699005,40000.00000000,32490.98699005,0.81227467,0.18546247,0.19500624,0.82607371,0.24212306,1.17691164,0.57813046,-0.32079692,532,2023,0.65127584,2022,-0.27871641,268005.37130150,101.68549493,0.72010180,0.00254214,0.50609364,0.39877838,,,0.49316693,0.23846725
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA90 gate QQQ<SMA200,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.30000000,0.60000000,QQQ<SMA200,0.02886593,0.31217746,0.02869013,0.31218405,71116.16971613,40000.00000000,31116.16971613,0.77790424,0.18086237,0.18858866,0.83171393,0.23325742,1.18305645,0.68035283,-0.26583614,535,2023,0.46735741,2022,-0.20393240,251380.00957222,97.12885454,0.68520143,0.00242822,0.53433457,0.39877838,,,0.46493405,0.07786940
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA90,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.30000000,0.70000000,,0.00070711,0.00321434,0.00050833,0.00178290,76122.21953622,40000.00000000,36122.21953622,0.90305549,0.19801712,0.21144110,0.82880937,0.25933796,1.17353470,0.61153799,-0.32380183,571,2023,0.66965692,2022,-0.27815124,409960.59333724,153.68922718,1.09394745,0.00384223,0.47638136,0.29903999,,,0.52287885,0.23808530
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA90 gate QQQ<SMA200,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.30000000,0.70000000,QQQ<SMA200,0.02892015,0.31241597,0.02876799,0.31242253,74726.97913034,40000.00000000,34726.97913034,0.86817448,0.19358372,0.20521190,0.83281074,0.25110095,1.17713975,0.71995792,-0.26888200,573,2023,0.48385255,2022,-0.20296914,390564.95897630,148.15134214,1.05681258,0.00370378,0.50466540,0.29903999,,,0.49462518,0.07763091
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA90,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.30000000,0.80000000,,0.00084353,0.00276253,0.00062985,0.00189034,78649.99227107,40000.00000000,38649.99227107,0.96624981,0.20654294,0.22246876,0.82754259,0.27266928,1.16767143,0.63275259,-0.32641975,571,2023,0.69851236,2022,-0.27855702,500758.12257029,187.15871394,1.33021419,0.00467897,0.45667976,0.19901916,,,0.54243797,0.23840823
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.30000000,0.80000000,QQQ<SMA200,0.02901925,0.31248916,0.02886377,0.31249572,77217.63876334,40000.00000000,37217.63876334,0.93044097,0.20214129,0.21625990,0.83023690,0.26482940,1.16940329,0.74489667,-0.27136822,573,2023,0.50893680,2022,-0.20302442,479968.40983984,181.02815757,1.29277584,0.00452570,0.48510976,0.19901916,,,0.51414409,0.07755773
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA90,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.35000000,0.60000000,,0.00076710,0.00238863,0.00052426,0.00157134,75240.60283796,40000.00000000,35240.60283796,0.88101507,0.19445414,0.20751716,0.79286537,0.27125815,1.13046477,0.50660923,-0.38383458,535,2023,0.80402975,2022,-0.34417795,228664.07069981,86.32309044,0.60132832,0.00215808,0.46739249,0.39893917,,,0.53181955,0.27801371
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA90 gate QQQ<SMA200,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.35000000,0.60000000,QQQ<SMA200,0.03269032,0.36085000,0.03249660,0.36085690,73766.03857132,40000.00000000,33766.03857132,0.84415096,0.19017692,0.20086025,0.80780525,0.25717442,1.15116343,0.59030320,-0.32216820,563,2023,0.57672412,2022,-0.26294596,214568.74955486,82.74431712,0.57259242,0.00206861,0.49940379,0.39893917,,,0.49985114,0.09420545
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA90,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.35000000,0.70000000,,0.00072591,0.00245049,0.00053750,0.00181244,80775.57109992,40000.00000000,40775.57109992,1.01938928,0.21680261,0.23149752,0.81596252,0.29448656,1.15861161,0.56067332,-0.38668258,573,2023,0.81979252,2022,-0.34458770,318411.44634003,119.39438485,0.81250317,0.00298486,0.42385762,0.29920438,,,0.57539127,0.27809813
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA90 gate QQQ<SMA200,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.35000000,0.70000000,QQQ<SMA200,0.03248642,0.36005806,0.03235412,0.36006482,79198.21855816,40000.00000000,39198.21855816,0.97995546,0.21246884,0.22481825,0.82749972,0.28154438,1.17407866,0.65290010,-0.32542319,601,2023,0.59110659,2022,-0.26370150,301943.37103717,114.97528544,0.78179994,0.00287438,0.45579285,0.29920438,,,0.54351311,0.09499753
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA90,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.35000000,0.80000000,,0.00068731,0.00255171,0.00054328,0.00200017,84497.73898786,40000.00000000,44497.73898786,1.11244347,0.22832189,0.24680631,0.81673404,0.31259761,1.15404060,0.58117967,-0.39285939,573,2023,0.83404272,2022,-0.34444215,478479.09830040,178.83752605,1.21579166,0.00447094,0.39333624,0.19902154,,,0.60594071,0.27805048
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.35000000,0.80000000,QQQ<SMA200,0.03256143,0.36022347,0.03242801,0.36023021,82850.16806500,40000.00000000,42850.16806500,1.07125420,0.22395271,0.24010621,0.82546343,0.30043962,1.16513424,0.67420576,-0.33217265,601,2023,0.60326657,2022,-0.26346679,459249.34300883,173.30276867,1.18408572,0.00433257,0.42531327,0.19902154,,,0.57398344,0.09483214
VT TQQQ/BTAL t40 w0-60 QQQ:VOL_EWMA90,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.40000000,0.60000000,,0.00076478,0.00249960,0.00053186,0.00169502,75308.16818867,40000.00000000,35308.16818867,0.88270420,0.19318256,0.20781935,0.74962083,0.29407776,1.06797693,0.45209243,-0.42730767,567,2023,0.87217468,2022,-0.39079692,226537.78803116,85.36415673,0.60058212,0.00213410,0.44404224,0.39893917,,,0.55517257,0.31773119
VT TQQQ/BTAL t40 w0-60 QQQ:VOL_EWMA90 gate QQQ<SMA200,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.40000000,0.60000000,QQQ<SMA200,0.03639948,0.40758491,0.03621940,0.40759204,73932.77874440,40000.00000000,33932.77874440,0.84831947,0.18990505,0.20161900,0.77508882,0.27321406,1.10387767,0.52934631,-0.35875389,568,2023,0.61192727,2022,-0.30231468,211575.01257007,81.33734136,0.56830259,0.00203343,0.47982124,0.39893917,,,0.51945076,0.11247922
VT TQQQ/BTAL t40 w0-70 QQQ:VOL_EWMA90,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.40000000,0.70000000,,0.00071988,0.00208144,0.00053852,0.00188300,83991.10934231,40000.00000000,43991.10934231,1.09977773,0.22613996,0.24475858,0.79062612,0.32597379,1.12492023,0.50791719,-0.44522999,601,2023,0.99377537,2022,-0.40653122,263564.82000563,99.28384180,0.65676571,0.00248210,0.38385016,0.29920438,,,0.61540785,0.31791093
VT TQQQ/BTAL t40 w0-70 QQQ:VOL_EWMA90 gate QQQ<SMA200,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.40000000,0.70000000,QQQ<SMA200,0.03579621,0.40692077,0.03568450,0.40692786,82358.55822893,40000.00000000,42358.55822893,1.05896396,0.22245961,0.23808387,0.80743498,0.30861172,1.14894709,0.58544924,-0.37998104,605,2023,0.71664508,2022,-0.32104235,251362.95844916,96.05080161,0.63536259,0.00240127,0.41918635,0.29920438,,,0.58020285,0.11314339
VT TQQQ/BTAL t40 w0-80 QQQ:VOL_EWMA90,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.40000000,0.80000000,,0.00076960,0.00300002,0.00056779,0.00178308,89252.48620084,40000.00000000,49252.48620084,1.23131216,0.24563360,0.26550725,0.80626811,0.34902156,1.14274150,0.54450593,-0.45111281,601,2023,0.99639534,2022,-0.40644115,376135.61489158,140.62299988,0.91593671,0.00351557,0.34160115,0.19927888,,,0.65760172,0.31780290
VT TQQQ/BTAL t40 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200,sens,sens_2021-01-04,2021-01-04,2026-01-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.40000000,0.80000000,QQQ<SMA200,0.03584226,0.40631870,0.03569326,0.40632566,87525.10809325,40000.00000000,47525.10809325,1.18812770,0.24189994,0.25881851,0.81975504,0.33286817,1.16150896,0.62565896,-0.38663226,605,2023,0.71993279,2022,-0.32124298,361241.65464536,136.42552527,0.89219281,0.00341064,0.37683425,0.19927888,,,0.62244602,0.11374559
50/50,sens,sens_2021-01-04,2021-01-04,2026-01-02,true,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,,0.00082366,0.00283340,0.00058438,0.00178799,65725.99162296,40000.00000000,25725.99162296,0.64314979,0.14051115,0.16228764,0.61576422,0.27614472,0.87332446,0.31372984,-0.44787307,752,2023,0.69917712,2022,-0.42549295,160074.45263558,60.76701880,0.48140292,0.00151918,0.49960480,0.49867396,,,0.49955348,0.49821201
TQQQ60/BTAL40,sens,sens_2021-01-04,2021-01-04,2026-01-02,true,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,,0.00081702,0.00241750,0.00059113,0.00164756,72714.98980515,40000.00000000,32714.98980515,0.81787475,0.16383414,0.19604140,0.60982955,0.35021776,0.86473411,0.30226054,-0.54202953,767,2023,0.92064310,2022,-0.51922459,156274.26425560,58.59078385,0.45500481,0.00146477,0.39965979,0.39878213,,,0.59950622,0.59835244
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2021-01-04,2021-01-04,2026-01-02,true,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,,0.05824891,0.39721743,0.05806908,0.39722449,67335.29006035,40000.00000000,27335.29006035,0.68338225,0.15951658,0.17033994,0.77587596,0.22357290,1.10826973,0.51439955,-0.31010249,683,2023,0.46758369,2022,-0.25829251,142498.31775736,55.93185062,0.40762226,0.00139830,0.55724568,0.49867396,,,0.44201173,0.10277551
SPY benchmark,sens,sens_2021-01-04,2021-01-04,2026-01-02,true,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,,0.00949653,0.03041091,0.00949777,0.03044485,64333.39602357,40000.00000000,24333.39602357,0.60833490,0.14397790,0.15517280,0.88099039,0.16937800,1.28001830,0.59534032,-0.24184134,709,2021,0.29776361,2022,-0.18015495,39631.06851642,2.77417480,0.12464179,0.00006935,,,0.99050223,0.96955515,,
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA75,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.25000000,0.60000000,,0.00089090,0.00367136,0.00069463,0.00271742,65834.86117056,40000.00000000,25834.86117056,0.64587153,0.14455651,0.16308564,0.74551748,0.21198253,1.03945647,0.49252822,-0.29349894,528,2023,0.50183796,2022,-0.24921861,468197.50190968,176.12144462,1.37231708,0.00440304,0.55201986,0.39903223,,,0.44704677,0.16334049
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA75 gate QQQ<SMA200,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.25000000,0.60000000,QQQ<SMA200,0.03367217,0.30089264,0.03353872,0.30090062,64119.42603235,40000.00000000,24119.42603235,0.60298565,0.14186860,0.15430143,0.74797898,0.20663972,1.03724789,0.65183386,-0.21764534,526,2023,0.33787423,2022,-0.14709417,445254.57160470,169.12404342,1.31682487,0.00422810,0.58503079,0.39903223,,,0.41415088,0.04499359
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA75,sens,sens_2021-07-06,2021-07-06,2026-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.75000000,0.25000000,0.70000000,,0.00089010,0.00349517,0.00068292,0.00281496,68178.67551412,40000.00000000,28178.67551412,0.70446689,0.15374871,0.17475536,0.74241053,0.22870937,1.02873326,0.51518273,-0.29843528,573,2023,0.53364321,2022,-0.24899602,610541.62552634,228.55726233,1.76909148,0.00571393,0.52683379,0.29924422,,,0.47222369,0.16312277
