label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.safe,params.sigma_target,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BIL.avg,exposure.BIL.min,exposure.BTAL.avg,exposure.BTAL.min,exposure.DBMF.avg,exposure.DBMF.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL,0.20000000,0.03850813,0.23057786,0.03812433,0.23057847,38845.42409428,28000.00000000,10845.42409428,0.38733657,0.15648737,0.16876809,0.85521072,0.19173032,1.22350540,0.64299340,-0.24337322,605,2023,0.47701340,2022,-0.20362889,205244.58757315,20.02983251,1.55826944,0.00071535,0.66746865,0.22666328,,,,,,,0.33039416,0.04269942
VT TQQQ/BIL t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL,0.25000000,0.04722129,0.28609238,0.04695290,0.28609301,40971.14408505,28000.00000000,12971.14408505,0.46325515,0.18309768,0.19762935,0.83862368,0.23321396,1.20173655,0.60897921,-0.30066327,606,2023,0.56465111,2022,-0.25415655,218878.92741751,21.46242509,1.62393092,0.00076652,0.59278364,0.19617929,,,,,,,0.40470956,0.05550436
VT TQQQ/BIL50+BTAL50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL50+BTAL50,0.20000000,0.03936100,0.23240598,0.03871385,0.23240755,39826.52494815,28000.00000000,11826.52494815,0.42237589,0.17629046,0.18222855,1.02646063,0.17296764,1.49383770,0.94055505,-0.18743237,572,2023,0.40199655,2022,-0.13930632,207938.06118881,49.14221841,1.53218646,0.00175508,0.33309452,0.11164026,0.33441471,0.11327494,,,,,0.32992698,0.04087034
VT TQQQ/BIL50+BTAL50 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL50+BTAL50,0.25000000,0.04795663,0.28854212,0.04735924,0.28854400,41700.52099442,28000.00000000,13700.52099442,0.48930432,0.19910758,0.20727991,0.95606343,0.21418244,1.38700132,0.78163571,-0.25473194,601,2023,0.48716381,2022,-0.19676180,220343.14178464,52.01589387,1.59431672,0.00185771,0.29602988,0.09499792,0.29734671,0.09960828,,,,,0.40399383,0.05305336
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,0.20000000,0.03938639,0.23417237,0.03891039,0.23417691,41050.88392581,28000.00000000,13050.88392581,0.46610300,0.19860404,0.19869048,1.10738100,0.17814751,1.61607270,1.39432541,-0.14243737,553,2023,0.33968021,2022,-0.07188414,211417.98683209,71.26040787,1.50973006,0.00254501,,,0.50248210,0.17031257,0.16696754,0.05615057,,,0.32908835,0.03910098
VT TQQQ/BTAL75+DBMF25 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,0.25000000,0.04798914,0.29092570,0.04760994,0.29093046,42773.73748322,28000.00000000,14773.73748322,0.52763348,0.21943481,0.22125864,1.03111463,0.21511595,1.50031733,1.01589552,-0.21600136,570,2023,0.42469784,2022,-0.13618922,223751.92794252,75.03335035,1.57239890,0.00267976,,,0.44709874,0.14970081,0.14867988,0.04860149,,,0.40300859,0.05066690
VT TQQQ/BIL37.5+BTAL37.5+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL37.5+BTAL37.5+DBMF25,0.20000000,0.03983124,0.23286632,0.03897743,0.23286823,40437.79633527,28000.00000000,12437.79633527,0.44420701,0.18605160,0.19049283,1.04183594,0.17946107,1.51350453,1.01685890,-0.18296697,570,2023,0.39586251,2022,-0.12069185,210873.80535081,48.04661579,1.53622349,0.00171595,0.24990789,0.08337614,0.25091153,0.08514989,0.16710709,0.05632632,,,0.32945232,0.04040966
VT TQQQ/BIL37.5+BTAL37.5+DBMF25 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL37.5+BTAL37.5+DBMF25,0.25000000,0.04951621,0.28964185,0.04849852,0.28964407,42383.57679634,28000.00000000,14383.57679634,0.51369917,0.20997042,0.21620664,0.97823998,0.21981414,1.41888927,0.84600343,-0.24819098,573,2023,0.48257368,2022,-0.17865607,223175.86527607,50.78695326,1.59388356,0.00181382,0.22150128,0.06961247,0.22326017,0.07419040,0.14855264,0.04856779,,,0.40308585,0.05195330
VT TQQQ/BIL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL75+DBMF25,0.20000000,0.04016585,0.23185937,0.03930897,0.23186072,39693.68726411,28000.00000000,11693.68726411,0.41763169,0.17138215,0.18042036,0.91544636,0.19348598,1.31335466,0.76433969,-0.22422249,600,2023,0.45065744,2022,-0.16918630,208805.49737393,25.93040327,1.55543657,0.00092609,0.50053059,0.17007285,,,0.16681775,0.05670187,,,0.32949752,0.04141717
VT TQQQ/BIL75+DBMF25 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL75+DBMF25,0.25000000,0.04845873,0.28775395,0.04785101,0.28775548,41827.90165335,28000.00000000,13827.90165335,0.49385363,0.19805894,0.20895267,0.89077854,0.23385937,1.27980310,0.70034565,-0.28280169,601,2023,0.54012571,2022,-0.22265321,223066.27138467,27.72278806,1.62348597,0.00099010,0.44531626,0.14545394,,,0.14845239,0.04853462,,,0.40358912,0.05384189
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2021-05-10,2021-05-10,2024-05-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.09203263,0.40128396,0.09183663,0.40129169,43042.10844122,28000.00000000,15042.10844122,0.53721816,0.19999702,0.22471421,1.00179491,0.20271400,1.49667475,0.64967307,-0.30784255,681,2023,0.46524931,2022,-0.25468405,74928.93064652,29.95351551,0.56088198,0.00106977,,,0.59085958,0.49826177,,,,,0.40826028,0.09870831
SPY benchmark,sens,sens_2021-05-10,2021-05-10,2024-05-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.01158140,0.03217878,0.01158326,0.03218003,34723.22497218,28000.00000000,6723.22497218,0.24011518,0.08543506,0.10931988,0.56334311,0.17192421,0.80532628,0.34960224,-0.24437788,709,2023,0.25579351,2022,-0.18307637,27676.35655062,1.93734496,0.23266648,0.00006919,,,,,,,0.98841674,0.96781997,,
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-11-08,2021-11-08,2024-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.20000000,0.03993505,0.23880910,0.03979947,0.23881806,41142.37038311,28000.00000000,13142.37038311,0.46937037,0.15689654,0.19948053,0.86862110,0.18860160,1.22831986,0.96044922,-0.16335746,,2023,0.32362785,2022,-0.06949646,238181.22887835,90.26865162,1.79168548,0.00322388,,,0.67624587,0.22651364,,,,,0.32291185,0.03445984
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-11-08,2021-11-08,2024-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.25000000,0.04973833,0.29828496,0.04961635,0.29829443,43078.18307258,28000.00000000,15078.18307258,0.53850654,0.16320514,0.22469589,0.77955390,0.22760003,1.09653687,0.77383866,-0.21090332,570,2023,0.40500460,2022,-0.13069227,264411.41181989,99.43501717,1.99555294,0.00355125,,,0.60439873,0.19970718,,,,,0.39466411,0.04330294
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-11-08,2021-11-08,2024-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL,0.20000000,0.04050984,0.23642292,0.04011339,0.23642375,39741.89233239,28000.00000000,11741.89233239,0.41935330,0.11435448,0.18069293,0.63315589,0.20436613,0.88357434,0.47476452,-0.24086568,601,2023,0.47378681,2022,-0.19825270,231777.47949185,22.97326191,1.85213141,0.00082047,0.67365100,0.22420195,,,,,,,0.32346751,0.03685414
VT TQQQ/BIL t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-11-08,2021-11-08,2024-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL,0.25000000,0.04953556,0.29465255,0.04916765,0.29465342,42131.91106297,28000.00000000,14131.91106297,0.50471111,0.12868730,0.21247556,0.61137804,0.24935618,0.85420564,0.43226655,-0.29770359,606,2023,0.56050586,2022,-0.24707854,259365.05426360,25.86888238,2.05124876,0.00092389,0.60168921,0.19870516,,,,,,,0.39579584,0.04694395
VT TQQQ/BIL50+BTAL50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-11-08,2021-11-08,2024-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL50+BTAL50,0.20000000,0.04142614,0.23794984,0.04078588,0.23795306,40549.32390079,28000.00000000,12549.32390079,0.44819014,0.13754193,0.19158270,0.79127456,0.18477381,1.11309854,0.74470022,-0.18469436,571,2023,0.39941902,2022,-0.13344906,236260.71638456,55.64217376,1.82757240,0.00198722,0.33564284,0.11255434,0.33782721,0.11330670,,,,,0.32295007,0.03532483
VT TQQQ/BIL50+BTAL50 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-11-08,2021-11-08,2024-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL50+BTAL50,0.25000000,0.05021902,0.29654503,0.04955783,0.29654829,42676.67447755,28000.00000000,14676.67447755,0.52416695,0.14721273,0.21953486,0.71330510,0.23010404,1.00123104,0.58455081,-0.25183906,601,2023,0.48277381,2022,-0.18924049,261961.22735006,61.68493643,2.02105301,0.00220303,0.30021617,0.09874101,0.30171476,0.09933702,,,,,0.39522447,0.04504908
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-11-08,2021-11-08,2024-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,0.20000000,0.04079221,0.23889490,0.04036555,0.23890118,40965.37327979,28000.00000000,12965.37327979,0.46304905,0.15476266,0.19713214,0.85589020,0.18943787,1.20501751,0.91995598,-0.16822833,,2023,0.33719438,2022,-0.06614615,239758.40972433,79.84316765,1.80533530,0.00285154,,,0.50741318,0.17006286,0.16851200,0.05601837,,,0.32244570,0.03437671
VT TQQQ/BTAL75+DBMF25 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-11-08,2021-11-08,2024-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,0.25000000,0.05076683,0.29840184,0.05024132,0.29840903,43054.93110637,28000.00000000,15054.93110637,0.53767611,0.16367543,0.22439797,0.77346696,0.23090543,1.08620603,0.77252047,-0.21187197,570,2023,0.42077836,2022,-0.12692360,266330.89022784,88.11518325,2.00626205,0.00314697,,,0.45349866,0.14951053,0.15059203,0.04930605,,,0.39413248,0.04318833
VT TQQQ/BIL37.5+BTAL37.5+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-11-08,2021-11-08,2024-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL37.5+BTAL37.5+DBMF25,0.20000000,0.04183403,0.23808968,0.04087933,0.23809317,40458.73986100,28000.00000000,12458.73986100,0.44495500,0.13932270,0.19036894,0.77700880,0.19192609,1.09037450,0.76994659,-0.18095112,570,2023,0.39326322,2022,-0.11588252,237607.75548033,53.92768017,1.82940803,0.00192599,0.25173704,0.08377824,0.25337349,0.08462032,0.16858616,0.05597601,,,0.32271689,0.03518473
VT TQQQ/BIL37.5+BTAL37.5+DBMF25 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-11-08,2021-11-08,2024-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL37.5+BTAL37.5+DBMF25,0.25000000,0.05138697,0.29739009,0.05045302,0.29739337,42725.29320544,28000.00000000,14725.29320544,0.52590333,0.15134882,0.22016169,0.71605854,0.23627582,1.00459016,0.61683059,-0.24536529,573,2023,0.47802623,2022,-0.17131293,264602.96106017,59.89153335,2.02747448,0.00213898,0.22489404,0.07319553,0.22654693,0.07475823,0.15072388,0.04952001,,,0.39433967,0.04420400
VT TQQQ/BIL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-11-08,2021-11-08,2024-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL75+DBMF25,0.20000000,0.04183165,0.23726133,0.04103768,0.23726330,39860.78303565,28000.00000000,11860.78303565,0.42359939,0.12233449,0.18230650,0.66259136,0.20685867,0.92446142,0.54982292,-0.22249798,591,2023,0.44851492,2022,-0.16465464,234808.41488420,29.26532477,1.85163759,0.00104519,0.50518515,0.16732571,,,0.16848099,0.05604505,,,0.32281931,0.03601460
VT TQQQ/BIL75+DBMF25 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-11-08,2021-11-08,2024-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL75+DBMF25,0.25000000,0.05137459,0.29633804,0.05068443,0.29634009,42327.98108089,28000.00000000,14327.98108089,0.51171361,0.13787149,0.21502395,0.64188153,0.25068092,0.89718818,0.49361419,-0.27931023,601,2023,0.53588083,2022,-0.21493081,262478.03196570,32.77565097,2.04813085,0.00117056,0.45129317,0.14724851,,,0.15059700,0.04930154,,,0.39456382,0.04525727
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2021-11-08,2021-11-08,2024-11-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.09816658,0.41835713,0.09797983,0.41836744,45472.40668969,28000.00000000,17472.40668969,0.62401452,0.17312203,0.25476638,0.86453879,0.21067011,1.26324862,0.58854363,-0.29415326,567,2023,0.45482599,2022,-0.23477827,69045.57748066,27.23138095,0.52655625,0.00097255,,,0.59697375,0.49908581,,,,,0.40207173,0.08163256
SPY benchmark,sens,sens_2021-11-08,2021-11-08,2024-11-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.01409848,0.03825520,0.01410038,0.03825654,37718.73373292,28000.00000000,9718.73373292,0.34709763,0.09790052,0.15267641,0.62617213,0.17342312,0.89694367,0.40646705,-0.24085721,709,2024,0.26609368,2022,-0.17969084,27929.63243510,1.95507427,0.23256239,0.00006982,,,,,,,0.98589962,0.96174346,,
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-05-09,2022-05-09,2025-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.20000000,0.05275630,0.27326759,0.05260864,0.27327789,38112.96138703,28000.00000000,10112.96138703,0.36117719,0.15852527,0.15851667,0.83436591,0.20166404,1.16645943,0.97113088,-0.16323780,,2023,0.30514971,2025,-0.03117282,239520.64533143,93.24163427,1.65407785,0.00333006,,,0.68828765,0.22643344,,,,,0.31090818,0.00000000
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-05-09,2022-05-09,2025-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.25000000,0.06548862,0.34158707,0.06538197,0.34159737,39863.43195319,28000.00000000,11863.43195319,0.42369400,0.18482821,0.18268224,0.82845209,0.24089331,1.15821401,0.91402839,-0.20221277,,2023,0.38017676,2025,-0.05585549,281696.29111484,108.99380689,1.85421420,0.00389264,,,0.61935265,0.19942566,,,,,0.37986526,0.00000000
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-05-09,2022-05-09,2025-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL,0.20000000,0.05319342,0.27327705,0.05295549,0.27327789,38680.52318895,28000.00000000,10680.52318895,0.38144726,0.17409826,0.16643954,0.88275607,0.20707957,1.23097164,0.81697999,-0.21309979,,2023,0.45650300,2025,-0.06632715,254604.08107316,24.70730721,1.69885841,0.00088240,0.68642754,0.22687320,,,,,,,0.31136442,0.00000000
VT TQQQ/BIL t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-05-09,2022-05-09,2025-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL,0.25000000,0.06595236,0.34159652,0.06570498,0.34159737,40819.98961971,28000.00000000,12819.98961971,0.45785677,0.20453973,0.19556073,0.86752852,0.25246310,1.21191293,0.77888231,-0.26260672,,2023,0.53709222,2025,-0.08575972,300397.05630057,29.28852088,1.90119569,0.00104602,0.61734414,0.19788717,,,,,,,0.38040738,0.00000000
VT TQQQ/BIL50+BTAL50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-05-09,2022-05-09,2025-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL50+BTAL50,0.20000000,0.05392379,0.27327453,0.05336428,0.27327789,38518.13994706,28000.00000000,10518.13994706,0.37564786,0.16827213,0.16418151,0.91302971,0.19127857,1.27846899,0.96957451,-0.17355255,,2023,0.38144638,2025,-0.04812451,248261.63176565,59.34189994,1.68144515,0.00211935,0.34180588,0.11055560,0.34379972,0.11341162,,,,,0.31111393,0.00000000
VT TQQQ/BIL50+BTAL50 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-05-09,2022-05-09,2025-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL50+BTAL50,0.25000000,0.06643027,0.34159401,0.06592824,0.34159737,40439.21645334,28000.00000000,12439.21645334,0.44425773,0.19629130,0.19046096,0.87870053,0.23710224,1.22991038,0.85788929,-0.22880726,,2023,0.45836786,2025,-0.07023213,291847.41913256,69.60665552,1.88030712,0.00248595,0.30750753,0.09817850,0.30932737,0.09937157,,,,,0.38010868,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-05-09,2022-05-09,2025-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,0.20000000,0.05291684,0.27327024,0.05257045,0.27327789,37353.79799073,28000.00000000,9353.79799073,0.33406421,0.14979227,0.14778250,0.80112932,0.20017108,1.11634754,0.81865603,-0.18297339,,2023,0.31894566,2025,-0.04674433,241629.41447872,82.14148490,1.67757107,0.00293362,,,0.51606895,0.16956576,0.17161923,0.05582509,,,0.31105038,0.00000000
VT TQQQ/BTAL75+DBMF25 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-05-09,2022-05-09,2025-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,0.25000000,0.06561842,0.34158972,0.06525718,0.34159737,39209.74984852,28000.00000000,11209.74984852,0.40034821,0.17754043,0.17375079,0.79888081,0.24255850,1.11452374,0.75724229,-0.23445656,,2023,0.39614691,2025,-0.06931111,283566.34748841,95.90279844,1.87426411,0.00342510,,,0.46429867,0.14957729,0.15440865,0.04916777,,,0.38001911,0.00000000
VT TQQQ/BIL37.5+BTAL37.5+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-05-09,2022-05-09,2025-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL37.5+BTAL37.5+DBMF25,0.20000000,0.05397562,0.27327404,0.05315505,0.27327789,37584.53858395,28000.00000000,9584.53858395,0.34230495,0.15615237,0.15106188,0.83254673,0.19899476,1.16021583,0.76209587,-0.20489860,,2023,0.37517946,2025,-0.05986075,247644.03262012,57.04430365,1.69605128,0.00203730,0.25605239,0.08416084,0.25772254,0.08441644,0.17143093,0.05584114,,,0.31119016,0.00000000
